TicketID,DateKey,CustomerID,Category,Priority,SLATargetHrs,CreatedDate,ResolvedDate,ResolutionTimeHrs,FCRFlag,PostResolutionCSAT,SLAMetFlag
TKT-08225,20231127,CUST-02089,General Inquiry,Medium,24,2023-11-27,2023-11-27,2.4,0,4,1
TKT-08226,20241030,CUST-00724,Installation,High,4,2024-10-30,2024-10-31,37.1,0,5,0
TKT-08227,20251220,CUST-03553,Billing/Payment,Medium,24,2025-12-20,2025-12-20,18.7,1,3,1
TKT-08228,20250228,CUST-03604,Technical/Pump,High,4,2025-02-28,2025-02-28,21.9,1,4,0
TKT-08229,20241122,CUST-02867,Billing/Payment,High,4,2024-11-22,2024-11-23,40.8,0,4,0
TKT-08230,20240523,CUST-04801,Billing/Payment,Medium,24,2024-05-23,2024-05-23,4.2,1,4,1
TKT-08231,20250328,CUST-04575,Technical/Pump,Medium,24,2025-03-28,2025-03-28,6.3,1,4,1
TKT-08232,20240421,CUST-03207,Technical/Pump,Low,72,2024-04-21,,3.0,0,,0
TKT-08233,20250131,CUST-03925,Technical/Pump,Medium,24,2025-01-31,2025-02-01,33.6,1,3,0
TKT-08234,20240925,CUST-03794,Technical/Pump,Medium,24,2024-09-25,2024-09-25,11.4,0,4,1
TKT-08235,20250305,CUST-03356,Warranty,High,4,2025-03-05,2025-03-05,18.5,1,3,0
TKT-08236,20240329,CUST-01975,General Inquiry,High,4,2024-03-29,2024-03-29,10.7,1,4,0
TKT-08237,20240716,CUST-02734,Warranty,Medium,24,2024-07-16,2024-07-16,20.6,1,4,1
TKT-08238,20240921,CUST-04004,Complaint,Low,72,2024-09-21,2024-09-21,8.1,0,4,1
TKT-08239,20240116,CUST-00414,Technical/Pump,Medium,24,2024-01-16,2024-01-18,48.8,1,5,0
TKT-08240,20250116,CUST-01878,Billing/Payment,Medium,24,2025-01-16,2025-01-18,52.1,1,4,0
TKT-08241,20231108,CUST-04829,Technical/Pump,Medium,24,2023-11-08,2023-11-08,19.0,1,4,1
TKT-08242,20240203,CUST-00299,General Inquiry,Low,72,2024-02-03,2024-02-03,3.6,1,3,1
TKT-08243,20230520,CUST-04057,Billing/Payment,Medium,24,2023-05-20,2023-05-20,22.5,0,4,1
TKT-08244,20240123,CUST-04838,Warranty,Low,72,2024-01-23,2024-01-23,17.4,1,5,1
TKT-08245,20250618,CUST-03829,Installation,Low,72,2025-06-18,2025-06-19,25.5,1,3,1
TKT-08246,20230602,CUST-03422,Technical/Pump,Low,72,2023-06-02,,13.1,0,,0
TKT-08247,20241007,CUST-00345,Technical/Pump,Low,72,2024-10-07,2024-10-08,32.7,1,4,1
TKT-08248,20240111,CUST-02751,Complaint,Medium,24,2024-01-11,2024-01-12,25.4,0,3,0
TKT-08249,20250921,CUST-00261,Installation,Medium,24,2025-09-21,2025-09-22,29.0,0,4,0
TKT-08250,20240605,CUST-02935,General Inquiry,High,4,2024-06-05,2024-06-05,11.9,1,3,0
TKT-08251,20230325,CUST-04889,Technical/Pump,Medium,24,2023-03-25,2023-03-26,32.2,0,4,0
TKT-08252,20241208,CUST-02340,Technical/Pump,Low,72,2024-12-08,2024-12-09,26.4,0,5,1
TKT-08253,20251205,CUST-02208,Technical/Pump,High,4,2025-12-05,2025-12-06,33.6,1,4,0
TKT-08254,20250217,CUST-02857,Complaint,Low,72,2025-02-17,2025-02-17,13.6,1,4,1
TKT-08255,20251012,CUST-02306,Billing/Payment,High,4,2025-10-12,,18.7,0,,0
TKT-08256,20250514,CUST-01763,Billing/Payment,Low,72,2025-05-14,2025-05-14,17.5,1,4,1
TKT-08257,20241006,CUST-04315,Installation,High,4,2024-10-06,2024-10-07,27.4,1,4,0
TKT-08258,20250523,CUST-01541,Installation,Low,72,2025-05-23,2025-05-23,18.7,1,5,1
TKT-08259,20260429,CUST-02998,Billing/Payment,Medium,24,2026-04-29,2026-04-29,8.3,0,3,1
TKT-08260,20241123,CUST-01907,Installation,High,4,2024-11-23,2024-11-23,1.1,0,4,1
TKT-08261,20230313,CUST-02387,Billing/Payment,Low,72,2023-03-13,2023-03-13,15.6,0,4,1
TKT-08262,20240722,CUST-03765,Installation,Low,72,2024-07-22,2024-07-22,0.5,1,4,1
TKT-08263,20250901,CUST-00022,Installation,Medium,24,2025-09-01,2025-09-01,16.8,1,2,1
TKT-08264,20250210,CUST-02765,Billing/Payment,Medium,24,2025-02-10,2025-02-11,25.2,1,4,0
TKT-08265,20260109,CUST-01090,Technical/Pump,High,4,2026-01-09,2026-01-09,2.2,1,3,1
TKT-08266,20251110,CUST-04216,Warranty,High,4,2025-11-10,2025-11-10,15.6,1,2,0
TKT-08267,20250601,CUST-02298,Complaint,Low,72,2025-06-01,2025-06-01,2.3,1,1,1
TKT-08268,20250618,CUST-04126,Technical/Pump,Medium,24,2025-06-18,2025-06-18,1.4,0,3,1
TKT-08269,20250422,CUST-02462,Billing/Payment,Medium,24,2025-04-22,,34.3,0,,0
TKT-08270,20260118,CUST-04787,Technical/Pump,Medium,24,2026-01-18,2026-01-18,21.8,0,4,1
TKT-08271,20230930,CUST-01020,Warranty,Medium,24,2023-09-30,2023-09-30,14.8,1,5,1
TKT-08272,20241008,CUST-00225,Warranty,Medium,24,2024-10-08,2024-10-08,6.7,0,4,1
TKT-08273,20250811,CUST-00993,General Inquiry,Medium,24,2025-08-11,2025-08-13,61.7,0,3,0
TKT-08274,20250706,CUST-02042,Installation,High,4,2025-07-06,2025-07-06,6.1,0,3,0
TKT-08275,20240526,CUST-01244,Complaint,High,4,2024-05-26,2024-05-26,6.0,0,5,0
TKT-08276,20240914,CUST-02879,Installation,Low,72,2024-09-14,2024-09-14,7.0,0,3,1
TKT-08277,20260418,CUST-04499,Technical/Pump,Medium,24,2026-04-18,2026-04-18,11.5,1,4,1
TKT-08278,20251112,CUST-04725,Installation,Medium,24,2025-11-12,2025-11-12,0.5,1,4,1
TKT-08279,20250511,CUST-04279,Complaint,Low,72,2025-05-11,2025-05-11,4.2,0,4,1
TKT-08280,20230119,CUST-02890,General Inquiry,High,4,2023-01-19,2023-01-19,5.4,0,2,0
TKT-08281,20240520,CUST-00318,Technical/Pump,Medium,24,2024-05-20,2024-05-20,0.5,1,5,1
TKT-08282,20230701,CUST-03526,Billing/Payment,Low,72,2023-07-01,2023-07-01,13.4,0,3,1
TKT-08283,20260220,CUST-02426,Technical/Pump,Low,72,2026-02-20,2026-02-20,5.3,1,3,1
TKT-08284,20250301,CUST-03865,General Inquiry,Medium,24,2025-03-01,2025-03-03,50.7,1,3,0
TKT-08285,20240203,CUST-04056,Billing/Payment,Low,72,2024-02-03,2024-02-03,11.9,1,4,1
TKT-08286,20240516,CUST-02091,Technical/Pump,Medium,24,2024-05-16,2024-05-16,13.2,1,3,1
TKT-08287,20250725,CUST-00599,Billing/Payment,Low,72,2025-07-25,2025-07-25,17.6,1,3,1
TKT-08288,20230830,CUST-04949,Installation,Medium,24,2023-08-30,2023-08-30,23.6,1,3,1
TKT-08289,20260111,CUST-03150,Complaint,Medium,24,2026-01-11,2026-01-11,21.5,1,3,1
TKT-08290,20241019,CUST-03092,Installation,High,4,2024-10-19,2024-10-19,9.4,0,3,0
TKT-08291,20260207,CUST-04390,Complaint,Low,72,2026-02-07,2026-02-07,17.5,1,4,1
TKT-08292,20240122,CUST-02860,Billing/Payment,Medium,24,2024-01-22,2024-01-22,8.5,1,3,1
TKT-08293,20250509,CUST-04943,Technical/Pump,Medium,24,2025-05-09,2025-05-10,30.1,0,3,0
TKT-08294,20251228,CUST-02614,Technical/Pump,Low,72,2025-12-28,2025-12-28,17.9,1,3,1
TKT-08295,20250103,CUST-03916,Billing/Payment,Low,72,2025-01-03,2025-01-03,9.5,0,5,1
TKT-08296,20241014,CUST-03437,Billing/Payment,Medium,24,2024-10-14,2024-10-14,1.7,1,5,1
TKT-08297,20240825,CUST-03600,Billing/Payment,Low,72,2024-08-25,2024-08-25,7.8,1,4,1
TKT-08298,20241006,CUST-02050,Technical/Pump,Medium,24,2024-10-06,2024-10-06,12.8,1,1,1
TKT-08299,20250901,CUST-00268,Billing/Payment,High,4,2025-09-01,2025-09-01,8.2,1,4,0
TKT-08300,20241104,CUST-04864,Billing/Payment,Low,72,2024-11-04,2024-11-04,2.9,1,5,1
TKT-08301,20250808,CUST-01032,Billing/Payment,High,4,2025-08-08,2025-08-08,22.5,1,2,0
TKT-08302,20250118,CUST-00810,Complaint,Low,72,2025-01-18,2025-01-19,41.4,1,4,1
TKT-08303,20250624,CUST-00090,Warranty,Low,72,2025-06-24,2025-06-24,2.8,1,3,1
TKT-08304,20250625,CUST-00208,Billing/Payment,Low,72,2025-06-25,2025-06-27,58.8,1,4,1
TKT-08305,20240923,CUST-02225,Billing/Payment,Medium,24,2024-09-23,2024-09-23,23.2,1,3,1
TKT-08306,20240128,CUST-02314,Billing/Payment,High,4,2024-01-28,2024-01-28,8.7,0,2,0
TKT-08307,20250713,CUST-00591,Technical/Pump,Low,72,2025-07-13,2025-07-13,0.5,1,3,1
TKT-08308,20250727,CUST-01596,Technical/Pump,Medium,24,2025-07-27,2025-07-28,41.9,1,3,0
TKT-08309,20251207,CUST-03366,General Inquiry,Low,72,2025-12-07,2025-12-07,7.4,0,3,1
TKT-08310,20260309,CUST-00795,General Inquiry,Medium,24,2026-03-09,2026-03-09,5.3,1,2,1
TKT-08311,20250504,CUST-00269,Billing/Payment,Low,72,2025-05-04,2025-05-04,20.1,1,4,1
TKT-08312,20240216,CUST-04218,Technical/Pump,Low,72,2024-02-16,2024-02-16,7.1,1,2,1
TKT-08313,20240221,CUST-04251,Technical/Pump,Medium,24,2024-02-21,2024-02-21,16.2,1,4,1
TKT-08314,20250819,CUST-03281,Installation,Low,72,2025-08-19,2025-08-19,2.0,0,4,1
TKT-08315,20251227,CUST-00213,Billing/Payment,Low,72,2025-12-27,2025-12-27,18.2,0,4,1
TKT-08316,20250904,CUST-01444,Installation,Low,72,2025-09-04,2025-09-05,35.6,1,3,1
TKT-08317,20260223,CUST-02957,Billing/Payment,Medium,24,2026-02-23,2026-02-23,5.5,1,4,1
TKT-08318,20250521,CUST-00453,Warranty,High,4,2025-05-21,2025-05-21,18.4,0,4,0
TKT-08319,20250106,CUST-03008,Technical/Pump,High,4,2025-01-06,2025-01-06,23.8,0,4,0
TKT-08320,20260109,CUST-03450,Complaint,Low,72,2026-01-09,2026-01-11,63.7,1,4,1
TKT-08321,20250206,CUST-01875,Technical/Pump,Low,72,2025-02-06,,7.7,0,,0
TKT-08322,20250706,CUST-00273,General Inquiry,Low,72,2025-07-06,2025-07-06,12.6,0,3,1
TKT-08323,20240427,CUST-01977,Warranty,High,4,2024-04-27,2024-04-28,44.8,0,4,0
TKT-08324,20240906,CUST-04560,Billing/Payment,Low,72,2024-09-06,2024-09-06,5.9,0,4,1
TKT-08325,20251015,CUST-02154,General Inquiry,Medium,24,2025-10-15,2025-10-15,20.5,0,4,1
TKT-08326,20260228,CUST-01794,Billing/Payment,Medium,24,2026-02-28,2026-02-28,3.0,0,4,1
TKT-08327,20250902,CUST-04269,Billing/Payment,Medium,24,2025-09-02,2025-09-02,3.9,1,3,1
TKT-08328,20251106,CUST-01939,Billing/Payment,Medium,24,2025-11-06,2025-11-06,9.6,1,3,1
TKT-08329,20241005,CUST-03511,Technical/Pump,High,4,2024-10-05,2024-10-07,69.6,1,4,0
TKT-08330,20241201,CUST-00799,General Inquiry,Low,72,2024-12-01,2024-12-01,13.6,0,4,1
TKT-08331,20251225,CUST-04836,Billing/Payment,High,4,2025-12-25,2025-12-26,41.9,0,3,0
TKT-08332,20250717,CUST-02780,Technical/Pump,Medium,24,2025-07-17,2025-07-17,0.6,1,4,1
TKT-08333,20250213,CUST-01433,Technical/Pump,Medium,24,2025-02-13,2025-02-14,36.6,1,3,0
TKT-08334,20251025,CUST-03967,Technical/Pump,Medium,24,2025-10-25,2025-10-26,30.0,1,2,0
TKT-08335,20240810,CUST-03565,Technical/Pump,Medium,24,2024-08-10,2024-08-11,27.6,0,3,0
TKT-08336,20251219,CUST-04604,Technical/Pump,Low,72,2025-12-19,2025-12-19,1.3,1,4,1
TKT-08337,20231230,CUST-01546,Warranty,Low,72,2023-12-30,2023-12-31,30.2,0,3,1
TKT-08338,20250416,CUST-02914,Billing/Payment,Low,72,2025-04-16,2025-04-16,0.9,1,4,1
TKT-08339,20251118,CUST-00913,Technical/Pump,Medium,24,2025-11-18,2025-11-18,9.3,0,4,1
TKT-08340,20250501,CUST-00205,Installation,High,4,2025-05-01,2025-05-01,14.9,1,4,0
TKT-08341,20231117,CUST-00347,Technical/Pump,Low,72,2023-11-17,2023-11-17,16.2,1,4,1
TKT-08342,20230729,CUST-04486,Technical/Pump,High,4,2023-07-29,2023-07-30,47.8,0,2,0
TKT-08343,20230402,CUST-00890,Billing/Payment,Medium,24,2023-04-02,2023-04-05,82.9,1,3,0
TKT-08344,20250428,CUST-01488,Installation,Medium,24,2025-04-28,2025-04-28,15.3,0,2,1
TKT-08345,20260411,CUST-04505,Billing/Payment,Medium,24,2026-04-11,2026-04-11,5.4,1,3,1
TKT-08346,20240704,CUST-04616,Billing/Payment,Medium,24,2024-07-04,2024-07-06,50.6,1,5,0
TKT-08347,20250704,CUST-00928,Warranty,Low,72,2025-07-04,2025-07-04,7.2,1,4,1
TKT-08348,20251205,CUST-01721,Billing/Payment,High,4,2025-12-05,2025-12-05,3.7,0,5,1
TKT-08349,20240319,CUST-03259,Installation,Low,72,2024-03-19,2024-03-23,117.0,0,4,0
TKT-08350,20250610,CUST-02216,Technical/Pump,High,4,2025-06-10,2025-06-10,4.4,0,4,0
TKT-08351,20250905,CUST-01419,Technical/Pump,Medium,24,2025-09-05,2025-09-07,55.7,0,4,0
TKT-08352,20241102,CUST-03128,Technical/Pump,Medium,24,2024-11-02,2024-11-02,2.9,0,5,1
TKT-08353,20240216,CUST-01917,Installation,High,4,2024-02-16,2024-02-16,13.9,1,3,0
TKT-08354,20260420,CUST-01058,General Inquiry,Medium,24,2026-04-20,2026-04-20,1.8,1,4,1
TKT-08355,20250905,CUST-00477,General Inquiry,Low,72,2025-09-05,2025-09-05,15.6,0,4,1
TKT-08356,20250110,CUST-00680,Billing/Payment,High,4,2025-01-10,2025-01-10,23.8,1,4,0
TKT-08357,20240605,CUST-03994,General Inquiry,Medium,24,2024-06-05,2024-06-05,18.5,1,2,1
TKT-08358,20240906,CUST-00655,Complaint,Low,72,2024-09-06,2024-09-06,18.7,0,3,1
TKT-08359,20231127,CUST-02350,Technical/Pump,Medium,24,2023-11-27,2023-11-27,15.5,1,3,1
TKT-08360,20250902,CUST-02075,Technical/Pump,Medium,24,2025-09-02,2025-09-02,14.2,1,5,1
TKT-08361,20250627,CUST-00134,Warranty,Medium,24,2025-06-27,2025-06-27,6.5,0,3,1
TKT-08362,20250920,CUST-04692,Technical/Pump,Medium,24,2025-09-20,2025-09-20,4.4,0,3,1
TKT-08363,20240717,CUST-02528,Technical/Pump,Low,72,2024-07-17,2024-07-19,50.4,1,4,1
TKT-08364,20241128,CUST-02885,General Inquiry,Medium,24,2024-11-28,2024-11-28,16.8,1,3,1
TKT-08365,20250721,CUST-01351,Technical/Pump,Medium,24,2025-07-21,2025-07-21,16.8,0,2,1
TKT-08366,20241122,CUST-03015,Billing/Payment,Low,72,2024-11-22,2024-11-22,23.7,0,4,1
TKT-08367,20260202,CUST-04605,Technical/Pump,Medium,24,2026-02-02,2026-02-02,0.9,1,4,1
TKT-08368,20250903,CUST-00532,Warranty,Medium,24,2025-09-03,2025-09-03,22.8,1,2,1
TKT-08369,20240701,CUST-03975,Warranty,High,4,2024-07-01,2024-07-02,42.4,0,2,0
TKT-08370,20250422,CUST-00968,Installation,Low,72,2025-04-22,2025-04-22,6.6,0,4,1
TKT-08371,20250206,CUST-04958,Warranty,Low,72,2025-02-06,2025-02-07,29.1,1,5,1
TKT-08372,20251020,CUST-01856,Billing/Payment,Low,72,2025-10-20,2025-10-20,0.5,1,3,1
TKT-08373,20250224,CUST-02068,Installation,High,4,2025-02-24,2025-02-25,31.4,1,4,0
TKT-08374,20230831,CUST-04303,Warranty,High,4,2023-08-31,2023-08-31,13.5,1,4,0
TKT-08375,20240816,CUST-04694,Complaint,High,4,2024-08-16,2024-08-18,49.6,0,5,0
TKT-08376,20230819,CUST-02287,Complaint,High,4,2023-08-19,2023-08-19,21.1,1,5,0
TKT-08377,20240405,CUST-04547,Installation,High,4,2024-04-05,2024-04-06,44.5,0,3,0
TKT-08378,20241025,CUST-03095,Warranty,Low,72,2024-10-25,2024-10-25,5.3,0,4,1
TKT-08379,20230803,CUST-04045,Technical/Pump,Medium,24,2023-08-03,2023-08-03,9.3,1,4,1
TKT-08380,20250613,CUST-02062,Technical/Pump,Medium,24,2025-06-13,2025-06-13,4.7,0,5,1
TKT-08381,20241203,CUST-00760,Technical/Pump,High,4,2024-12-03,2024-12-04,36.3,0,3,0
TKT-08382,20250623,CUST-02658,Billing/Payment,Low,72,2025-06-23,2025-06-23,2.4,1,3,1
TKT-08383,20250616,CUST-00940,General Inquiry,Low,72,2025-06-16,2025-06-17,28.0,1,3,1
TKT-08384,20240331,CUST-01604,Technical/Pump,Medium,24,2024-03-31,2024-03-31,15.1,1,4,1
TKT-08385,20240228,CUST-03712,Installation,High,4,2024-02-28,2024-02-29,47.2,0,5,0
TKT-08386,20250309,CUST-02972,Billing/Payment,Low,72,2025-03-09,2025-03-09,20.6,0,4,1
TKT-08387,20231025,CUST-03424,Billing/Payment,Low,72,2023-10-25,2023-10-25,1.5,0,4,1
TKT-08388,20250720,CUST-03692,Technical/Pump,High,4,2025-07-20,2025-07-20,1.6,1,3,1
TKT-08389,20241226,CUST-03077,Installation,High,4,2024-12-26,2024-12-26,23.8,1,5,0
TKT-08390,20260118,CUST-02243,Installation,High,4,2026-01-18,2026-01-18,4.2,0,3,0
TKT-08391,20241226,CUST-00802,Technical/Pump,Low,72,2024-12-26,2024-12-26,21.1,1,4,1
TKT-08392,20240602,CUST-01333,Installation,Medium,24,2024-06-02,2024-06-02,0.9,1,4,1
TKT-08393,20231216,CUST-00851,Warranty,High,4,2023-12-16,2023-12-17,32.8,1,3,0
TKT-08394,20260110,CUST-01185,General Inquiry,Low,72,2026-01-10,2026-01-10,10.8,1,3,1
TKT-08395,20250729,CUST-01076,General Inquiry,Medium,24,2025-07-29,2025-07-29,8.0,1,3,1
TKT-08396,20251026,CUST-04069,Billing/Payment,Medium,24,2025-10-26,2025-10-27,34.6,0,2,0
TKT-08397,20240827,CUST-04884,Technical/Pump,Medium,24,2024-08-27,2024-08-28,24.3,1,4,0
TKT-08398,20250720,CUST-00705,Installation,Low,72,2025-07-20,2025-07-20,16.5,1,5,1
TKT-08399,20240509,CUST-00963,Warranty,Low,72,2024-05-09,2024-05-10,45.6,0,4,1
TKT-08400,20230724,CUST-01960,Installation,Medium,24,2023-07-24,2023-07-25,37.1,0,2,0
TKT-08401,20240509,CUST-00624,Installation,High,4,2024-05-09,2024-05-10,27.0,1,3,0
TKT-08402,20250215,CUST-04319,Technical/Pump,Low,72,2025-02-15,2025-02-15,7.8,0,3,1
TKT-08403,20241012,CUST-00342,Billing/Payment,Medium,24,2024-10-12,2024-10-12,21.3,0,3,1
TKT-08404,20250529,CUST-02944,Technical/Pump,Low,72,2025-05-29,2025-05-29,11.8,1,4,1
TKT-08405,20240107,CUST-04150,Billing/Payment,Low,72,2024-01-07,2024-01-07,16.5,1,2,1
TKT-08406,20251117,CUST-01425,Technical/Pump,Low,72,2025-11-17,2025-11-17,0.5,0,5,1
TKT-08407,20251026,CUST-00869,Complaint,Medium,24,2025-10-26,2025-10-27,25.2,1,2,0
TKT-08408,20250112,CUST-04401,Technical/Pump,Medium,24,2025-01-12,2025-01-12,5.3,0,4,1
TKT-08409,20240115,CUST-04718,Technical/Pump,Low,72,2024-01-15,2024-01-15,3.0,1,4,1
TKT-08410,20250912,CUST-04258,Billing/Payment,Medium,24,2025-09-12,2025-09-14,51.0,1,2,0
TKT-08411,20230808,CUST-03139,Warranty,Low,72,2023-08-08,2023-08-08,11.0,1,3,1
TKT-08412,20250621,CUST-00636,Technical/Pump,High,4,2025-06-21,2025-06-21,18.0,0,3,0
TKT-08413,20250815,CUST-04481,Billing/Payment,Medium,24,2025-08-15,2025-08-15,9.0,0,5,1
TKT-08414,20240614,CUST-04119,Installation,Low,72,2024-06-14,2024-06-14,11.2,0,4,1
TKT-08415,20251225,CUST-03442,Technical/Pump,Low,72,2025-12-25,2025-12-25,20.2,1,1,1
TKT-08416,20250820,CUST-04826,Technical/Pump,Medium,24,2025-08-20,2025-08-20,9.5,1,3,1
TKT-08417,20250511,CUST-02030,Complaint,Medium,24,2025-05-11,2025-05-11,1.3,0,3,1
TKT-08418,20240705,CUST-01682,Technical/Pump,Low,72,2024-07-05,2024-07-05,4.5,1,4,1
TKT-08419,20250329,CUST-01543,Billing/Payment,Medium,24,2025-03-29,2025-03-29,14.1,0,2,1
TKT-08420,20231021,CUST-02838,Billing/Payment,Medium,24,2023-10-21,2023-10-22,33.9,0,2,0
TKT-08421,20250223,CUST-01152,Installation,Low,72,2025-02-23,2025-02-24,26.8,1,5,1
TKT-08422,20240125,CUST-03006,Installation,Medium,24,2024-01-25,2024-01-25,18.7,1,4,1
TKT-08423,20240227,CUST-03209,General Inquiry,Medium,24,2024-02-27,2024-02-27,0.5,1,4,1
TKT-08424,20251218,CUST-01443,Billing/Payment,High,4,2025-12-18,2025-12-18,11.1,0,5,0
TKT-08425,20260306,CUST-03376,Technical/Pump,High,4,2026-03-06,,5.0,0,,0
TKT-08426,20250412,CUST-01001,General Inquiry,Low,72,2025-04-12,2025-04-12,17.3,1,5,1
TKT-08427,20260328,CUST-04103,Complaint,Medium,24,2026-03-28,2026-03-28,21.3,1,3,1
TKT-08428,20231008,CUST-01169,Technical/Pump,Low,72,2023-10-08,2023-10-09,26.0,0,4,1
TKT-08429,20250505,CUST-00639,Billing/Payment,Medium,24,2025-05-05,2025-05-05,2.8,1,3,1
TKT-08430,20250614,CUST-01445,General Inquiry,Medium,24,2025-06-14,2025-06-15,37.4,1,2,0
TKT-08431,20231030,CUST-03170,Billing/Payment,Low,72,2023-10-30,2023-10-30,0.7,0,4,1
TKT-08432,20231014,CUST-04412,Warranty,Low,72,2023-10-14,2023-10-14,8.8,0,2,1
TKT-08433,20240508,CUST-00178,Installation,Low,72,2024-05-08,2024-05-08,18.2,0,4,1
TKT-08434,20230706,CUST-00994,Technical/Pump,Medium,24,2023-07-06,2023-07-06,3.5,1,3,1
TKT-08435,20260223,CUST-02522,Installation,Low,72,2026-02-23,2026-02-24,35.6,0,3,1
TKT-08436,20241111,CUST-04308,Technical/Pump,High,4,2024-11-11,2024-11-11,23.5,0,3,0
TKT-08437,20250623,CUST-00091,Installation,Low,72,2025-06-23,2025-06-23,12.2,0,4,1
TKT-08438,20250519,CUST-02674,Technical/Pump,Medium,24,2025-05-19,2025-05-19,1.6,0,3,1
TKT-08439,20241029,CUST-01967,Technical/Pump,High,4,2024-10-29,2024-10-29,6.1,1,4,0
TKT-08440,20251206,CUST-01421,Billing/Payment,Low,72,2025-12-06,2025-12-07,24.6,1,4,1
TKT-08441,20240914,CUST-01682,General Inquiry,Low,72,2024-09-14,2024-09-14,2.0,1,4,1
TKT-08442,20241127,CUST-02911,Technical/Pump,Medium,24,2024-11-27,2024-11-27,17.5,1,5,1
TKT-08443,20251111,CUST-01656,Warranty,Low,72,2025-11-11,2025-11-11,3.8,1,5,1
TKT-08444,20251109,CUST-02746,General Inquiry,Medium,24,2025-11-09,2025-11-09,14.8,0,4,1
TKT-08445,20250516,CUST-01664,Warranty,Low,72,2025-05-16,2025-05-16,8.3,0,3,1
TKT-08446,20240219,CUST-03933,Technical/Pump,Medium,24,2024-02-19,2024-02-19,4.5,1,4,1
TKT-08447,20240410,CUST-03283,Billing/Payment,High,4,2024-04-10,2024-04-11,39.8,1,3,0
TKT-08448,20240928,CUST-03747,Technical/Pump,High,4,2024-09-28,2024-09-28,6.8,1,3,0
TKT-08449,20230621,CUST-02093,Technical/Pump,High,4,2023-06-21,2023-06-21,11.1,1,4,0
TKT-08450,20251202,CUST-00280,Warranty,Medium,24,2025-12-02,2025-12-02,12.9,0,5,1
TKT-08451,20250115,CUST-03615,General Inquiry,Medium,24,2025-01-15,2025-01-15,12.6,0,5,1
TKT-08452,20240115,CUST-02715,Technical/Pump,Low,72,2024-01-15,2024-01-15,11.0,1,4,1
TKT-08453,20250331,CUST-00676,Billing/Payment,Low,72,2025-03-31,2025-03-31,1.6,1,3,1
TKT-08454,20260212,CUST-04153,Warranty,Low,72,2026-02-12,2026-02-13,27.7,1,5,1
TKT-08455,20241025,CUST-00986,Installation,Medium,24,2024-10-25,2024-10-26,34.9,0,3,0
TKT-08456,20240602,CUST-02922,Installation,Medium,24,2024-06-02,2024-06-02,15.5,0,5,1
TKT-08457,20250204,CUST-01018,Warranty,Medium,24,2025-02-04,2025-02-05,25.9,1,4,0
TKT-08458,20250226,CUST-00766,General Inquiry,Medium,24,2025-02-26,2025-02-26,8.7,1,5,1
TKT-08459,20250408,CUST-02525,Installation,Medium,24,2025-04-08,2025-04-08,9.5,0,3,1
TKT-08460,20241228,CUST-03598,Technical/Pump,High,4,2024-12-28,2024-12-28,14.4,1,3,0
TKT-08461,20251211,CUST-02087,General Inquiry,Low,72,2025-12-11,2025-12-11,8.4,0,5,1
TKT-08462,20250530,CUST-03458,Billing/Payment,High,4,2025-05-30,2025-05-30,14.3,0,3,0
TKT-08463,20251202,CUST-01727,Technical/Pump,Low,72,2025-12-02,2025-12-02,20.9,1,3,1
TKT-08464,20241011,CUST-01317,Billing/Payment,Low,72,2024-10-11,2024-10-12,47.1,0,4,1
TKT-08465,20230921,CUST-03104,Warranty,Low,72,2023-09-21,2023-09-22,30.5,0,3,1
TKT-08466,20250416,CUST-01332,Technical/Pump,Low,72,2025-04-16,2025-04-16,6.4,1,4,1
TKT-08467,20241207,CUST-02576,Warranty,Medium,24,2024-12-07,2024-12-07,4.0,0,4,1
TKT-08468,20251013,CUST-03385,Billing/Payment,Medium,24,2025-10-13,2025-10-13,12.3,0,2,1
TKT-08469,20251105,CUST-00400,Technical/Pump,Medium,24,2025-11-05,2025-11-05,16.2,0,5,1
TKT-08470,20231231,CUST-01115,Billing/Payment,Low,72,2023-12-31,2024-01-01,39.3,1,4,1
TKT-08471,20230922,CUST-01411,Technical/Pump,Low,72,2023-09-22,2023-09-22,2.6,1,3,1
TKT-08472,20250101,CUST-03649,Billing/Payment,Low,72,2025-01-01,2025-01-01,12.9,0,4,1
TKT-08473,20251001,CUST-03312,Warranty,Low,72,2025-10-01,2025-10-01,7.7,0,4,1
TKT-08474,20250501,CUST-01981,General Inquiry,Low,72,2025-05-01,,7.0,0,,0
TKT-08475,20250521,CUST-03879,Technical/Pump,Medium,24,2025-05-21,2025-05-21,1.8,0,3,1
TKT-08476,20250706,CUST-00134,Technical/Pump,Medium,24,2025-07-06,2025-07-08,58.6,0,3,0
TKT-08477,20250605,CUST-03424,Technical/Pump,Low,72,2025-06-05,2025-06-06,46.0,1,2,1
TKT-08478,20240629,CUST-03297,Billing/Payment,Low,72,2024-06-29,2024-06-29,13.5,0,4,1
TKT-08479,20250606,CUST-02976,General Inquiry,Medium,24,2025-06-06,2025-06-06,4.9,0,5,1
TKT-08480,20240903,CUST-00919,Warranty,Low,72,2024-09-03,2024-09-04,39.2,0,3,1
TKT-08481,20260305,CUST-01266,Warranty,High,4,2026-03-05,2026-03-05,6.2,1,4,0
TKT-08482,20230709,CUST-04574,Technical/Pump,Low,72,2023-07-09,2023-07-09,4.6,1,5,1
