CustMonthID,DateKey,CustomerID,IsActive,EngagementSegment,DeviceRuntimeHrs,WaterPumpedLitres,NPSScore,CSATScore,ChurnFlag,ChurnReason
3813,20241031,CUST-02691,1,Highly Active,5.7,1688,7,5,0,
3814,20241130,CUST-02691,1,Lapsed,6.0,2124,4,4,0,
3815,20241231,CUST-02691,1,Lapsed,5.2,2179,9,4,0,
3816,20250131,CUST-02691,1,Highly Active,6.3,1799,6,4,0,
3817,20250228,CUST-02691,1,Dormant,6.5,1393,8,4,0,
3818,20250331,CUST-02691,1,Dormant,4.8,2070,6,4,0,
3819,20250430,CUST-02691,1,Lapsed,8.9,541,6,5,0,
3820,20250531,CUST-02691,1,Active,8.1,1651,6,4,0,
3821,20250630,CUST-02691,1,Lapsed,8.4,1401,9,3,0,
3822,20250731,CUST-02691,1,Lapsed,5.8,2158,5,3,0,
3823,20250831,CUST-02691,1,Highly Active,6.9,1522,6,4,0,
3824,20250930,CUST-02691,1,Highly Active,5.1,2203,5,4,0,
3825,20251031,CUST-02691,1,Lapsed,8.2,744,6,2,0,
3826,20251130,CUST-02691,1,Active,9.8,1891,5,3,0,
3827,20251231,CUST-02691,1,Lapsed,4.6,1385,10,4,0,
3828,20260131,CUST-02691,1,Active,3.5,1805,9,2,0,
3829,20260228,CUST-02691,1,Highly Active,10.0,1439,10,2,0,
3830,20260331,CUST-02691,1,Dormant,5.2,1501,7,4,0,
3831,20260430,CUST-02691,1,Active,9.6,1606,6,3,0,
3832,20260331,CUST-02701,1,Active,7.5,1706,7,4,0,
3833,20260430,CUST-02701,1,Highly Active,7.9,2271,10,4,0,
3834,20250430,CUST-02711,1,Highly Active,10.0,1088,6,4,0,
3835,20250531,CUST-02711,1,Lapsed,7.5,2012,10,3,0,
3836,20250630,CUST-02711,1,Active,3.7,1085,10,3,0,
3837,20250731,CUST-02711,1,Dormant,5.4,1988,9,4,0,
3838,20250831,CUST-02711,1,Active,7.1,1568,4,3,0,
3839,20250930,CUST-02711,1,Highly Active,7.7,1779,9,3,0,
3840,20251031,CUST-02711,1,Lapsed,9.6,1791,8,3,0,
3841,20251130,CUST-02711,1,Active,3.3,1795,5,4,0,
3842,20251231,CUST-02711,1,Lapsed,5.3,1648,6,4,0,
3843,20260131,CUST-02711,1,Highly Active,8.0,1352,7,5,0,
3844,20260228,CUST-02711,1,Lapsed,7.0,1548,5,4,0,
3845,20260331,CUST-02711,1,Dormant,5.6,2279,7,3,0,
3846,20260430,CUST-02711,1,Lapsed,7.9,2509,8,4,0,
3847,20240331,CUST-02721,1,Highly Active,6.1,1599,7,4,0,
3848,20240430,CUST-02721,1,Dormant,5.8,1114,3,2,0,
3849,20240531,CUST-02721,1,Highly Active,4.7,1019,5,4,0,
3850,20240630,CUST-02721,1,Active,5.6,2254,7,3,0,
3851,20240731,CUST-02721,1,Highly Active,7.9,1277,8,3,0,
3852,20240831,CUST-02721,1,Highly Active,5.7,3287,4,4,0,
3853,20240930,CUST-02721,1,Dormant,5.8,2628,7,4,0,
3854,20241031,CUST-02721,1,Active,9.3,1387,7,4,0,
3855,20241130,CUST-02721,1,Active,4.7,2683,8,2,0,
3856,20241231,CUST-02721,1,Lapsed,3.6,2715,4,4,0,
3857,20250131,CUST-02721,1,Lapsed,6.8,1228,8,5,0,
3858,20250228,CUST-02721,1,Active,5.1,1893,9,4,0,
3859,20250331,CUST-02721,1,Highly Active,3.2,1744,7,3,0,
3860,20250430,CUST-02721,1,Highly Active,6.8,2518,7,2,0,
3861,20250531,CUST-02721,0,Dormant,0.0,0,1,1,1,Better alternative
3862,20250630,CUST-02721,0,Dormant,0.0,0,5,1,0,
3863,20250731,CUST-02721,0,Dormant,0.0,0,1,2,0,
3864,20250831,CUST-02721,0,Dormant,0.0,0,5,2,0,
3865,20250930,CUST-02721,0,Dormant,0.0,0,4,3,0,
3866,20251031,CUST-02721,0,Dormant,0.0,0,2,1,0,
3867,20251130,CUST-02721,0,Dormant,0.0,0,1,2,0,
3868,20251231,CUST-02721,0,Dormant,0.0,0,5,3,0,
3869,20260131,CUST-02721,0,Dormant,0.0,0,0,4,0,
3870,20260228,CUST-02721,0,Dormant,0.0,0,2,1,0,
3871,20260331,CUST-02721,0,Dormant,0.0,0,0,1,0,
3872,20260430,CUST-02721,0,Dormant,0.0,0,2,3,0,
3873,20240531,CUST-02731,1,Active,6.5,1946,7,3,0,
3874,20240630,CUST-02731,1,Lapsed,8.0,1860,3,3,0,
3875,20240731,CUST-02731,1,Dormant,6.8,2149,8,5,0,
3876,20240831,CUST-02731,1,Active,5.4,1503,6,3,0,
3877,20240930,CUST-02731,1,Highly Active,7.6,1831,6,4,0,
3878,20241031,CUST-02731,1,Active,4.4,2439,5,3,0,
3879,20241130,CUST-02731,1,Active,5.7,1695,6,5,0,
3880,20241231,CUST-02731,0,Dormant,0.0,0,0,3,1,Product failure
3881,20250131,CUST-02731,0,Dormant,0.0,0,2,2,0,
3882,20250228,CUST-02731,0,Dormant,0.0,0,4,2,0,
3883,20250331,CUST-02731,0,Dormant,0.0,0,3,1,0,
3884,20250430,CUST-02731,0,Dormant,0.0,0,6,3,0,
3885,20250531,CUST-02731,0,Dormant,0.0,0,3,1,0,
3886,20250630,CUST-02731,0,Dormant,0.0,0,1,1,0,
3887,20250731,CUST-02731,0,Dormant,0.0,0,0,3,0,
3888,20250831,CUST-02731,0,Dormant,0.0,0,5,2,0,
3889,20250930,CUST-02731,0,Dormant,0.0,0,2,1,0,
3890,20251031,CUST-02731,0,Dormant,0.0,0,4,2,0,
3891,20251130,CUST-02731,0,Dormant,0.0,0,2,1,0,
3892,20251231,CUST-02731,0,Dormant,0.0,0,0,4,0,
3893,20260131,CUST-02731,0,Dormant,0.0,0,2,3,0,
3894,20260228,CUST-02731,0,Dormant,0.0,0,3,3,0,
3895,20260331,CUST-02731,0,Dormant,0.0,0,3,2,0,
3896,20260430,CUST-02731,0,Dormant,0.0,0,5,2,0,
3897,20260430,CUST-02741,0,Dormant,0.0,0,0,3,1,Product failure
3898,20250930,CUST-02751,1,Active,7.5,1763,5,4,0,
3899,20251031,CUST-02751,1,Highly Active,8.3,1685,7,3,0,
3900,20251130,CUST-02751,1,Active,5.7,1332,5,3,0,
3901,20251231,CUST-02751,1,Highly Active,2.1,1528,6,3,0,
3902,20260131,CUST-02751,1,Lapsed,6.1,1519,7,4,0,
3903,20260228,CUST-02751,1,Highly Active,3.8,3006,4,4,0,
3904,20260331,CUST-02751,1,Lapsed,4.9,1344,8,5,0,
3905,20260430,CUST-02751,1,Active,8.1,2313,7,4,0,
3906,20251130,CUST-02761,1,Active,9.3,2564,7,4,0,
3907,20251231,CUST-02761,1,Highly Active,6.8,1491,8,4,0,
3908,20260131,CUST-02761,1,Dormant,6.9,1503,9,2,0,
3909,20260228,CUST-02761,1,Active,4.4,1736,7,3,0,
3910,20260331,CUST-02761,1,Dormant,8.1,1225,6,5,0,
3911,20260430,CUST-02761,1,Active,4.5,1459,5,4,0,
3912,20250731,CUST-02771,1,Active,5.1,3000,3,4,0,
3913,20250831,CUST-02771,1,Active,5.8,1775,6,3,0,
3914,20250930,CUST-02771,1,Highly Active,6.1,2915,4,4,0,
3915,20251031,CUST-02771,1,Highly Active,7.7,1496,6,4,0,
3916,20251130,CUST-02771,1,Active,5.1,1072,7,4,0,
3917,20251231,CUST-02771,1,Lapsed,8.6,286,3,5,0,
3918,20260131,CUST-02771,1,Lapsed,6.8,2528,4,3,0,
3919,20260228,CUST-02771,1,Highly Active,8.1,2467,5,4,0,
3920,20260331,CUST-02771,1,Lapsed,5.6,1409,8,5,0,
3921,20260430,CUST-02771,1,Active,9.2,2204,8,5,0,
3922,20250930,CUST-02781,1,Dormant,5.6,2061,6,4,0,
3923,20251031,CUST-02781,1,Lapsed,7.8,1862,6,2,0,
3924,20251130,CUST-02781,1,Highly Active,6.3,2347,9,3,0,
3925,20251231,CUST-02781,1,Dormant,8.5,922,2,4,0,
3926,20260131,CUST-02781,1,Active,6.5,2018,7,3,0,
3927,20260228,CUST-02781,1,Highly Active,8.0,1379,2,3,0,
3928,20260331,CUST-02781,1,Lapsed,5.1,1972,3,3,0,
3929,20260430,CUST-02781,1,Highly Active,9.1,1253,9,4,0,
3930,20250131,CUST-02791,1,Highly Active,4.6,805,8,3,0,
3931,20250228,CUST-02791,1,Highly Active,3.6,1774,4,3,0,
3932,20250331,CUST-02791,1,Lapsed,8.8,1359,7,3,0,
3933,20250430,CUST-02791,1,Highly Active,6.5,2459,8,4,0,
3934,20250531,CUST-02791,1,Active,5.9,1601,6,4,0,
3935,20250630,CUST-02791,1,Active,8.1,961,8,3,0,
3936,20250731,CUST-02791,1,Dormant,7.0,2048,8,3,0,
3937,20250831,CUST-02791,1,Dormant,4.7,1724,5,4,0,
3938,20250930,CUST-02791,1,Highly Active,4.8,2043,7,4,0,
3939,20251031,CUST-02791,1,Active,7.1,1968,9,4,0,
3940,20251130,CUST-02791,1,Highly Active,5.3,1482,8,4,0,
3941,20251231,CUST-02791,1,Active,3.2,948,9,4,0,
3942,20260131,CUST-02791,1,Highly Active,8.6,2482,5,4,0,
3943,20260228,CUST-02791,1,Highly Active,7.2,1857,7,4,0,
3944,20260331,CUST-02791,1,Active,7.4,2615,5,3,0,
3945,20260430,CUST-02791,1,Active,8.9,1747,4,3,0,
3946,20250131,CUST-02801,1,Lapsed,9.7,2469,2,3,0,
3947,20250228,CUST-02801,1,Active,9.6,2851,7,3,0,
3948,20250331,CUST-02801,1,Active,3.9,2036,6,3,0,
3949,20250430,CUST-02801,1,Active,4.7,1444,6,4,0,
3950,20250531,CUST-02801,1,Lapsed,5.5,1808,7,3,0,
3951,20250630,CUST-02801,1,Active,1.9,2609,5,4,0,
3952,20250731,CUST-02801,1,Active,8.1,1124,9,4,0,
3953,20250831,CUST-02801,1,Highly Active,6.7,1336,7,5,0,
3954,20250930,CUST-02801,1,Dormant,9.2,0,8,3,0,
3955,20251031,CUST-02801,1,Active,9.7,2102,10,3,0,
3956,20251130,CUST-02801,1,Active,3.7,2117,5,3,0,
3957,20251231,CUST-02801,1,Highly Active,8.1,1382,8,4,0,
3958,20260131,CUST-02801,1,Active,10.0,1338,7,3,0,
3959,20260228,CUST-02801,1,Lapsed,8.6,2415,7,4,0,
3960,20260331,CUST-02801,1,Active,10.0,1971,8,3,0,
3961,20260430,CUST-02801,1,Highly Active,3.9,1771,5,4,0,
3962,20251031,CUST-02811,1,Highly Active,4.4,1727,8,2,0,
3963,20251130,CUST-02811,1,Active,9.8,2204,6,4,0,
3964,20251231,CUST-02811,1,Dormant,3.2,819,3,3,0,
3965,20260131,CUST-02811,1,Lapsed,8.4,2278,4,2,0,
3966,20260228,CUST-02811,1,Lapsed,8.5,350,5,3,0,
3967,20260331,CUST-02811,1,Highly Active,2.1,2293,5,4,0,
3968,20260430,CUST-02811,1,Highly Active,9.9,1562,7,4,0,
3969,20240229,CUST-02821,1,Dormant,5.1,1625,8,4,0,
3970,20240331,CUST-02821,1,Dormant,6.6,1440,6,4,0,
3971,20240430,CUST-02821,1,Active,5.9,1283,3,4,0,
3972,20240531,CUST-02821,1,Highly Active,1.7,1281,9,4,0,
3973,20240630,CUST-02821,1,Lapsed,3.4,2372,5,2,0,
3974,20240731,CUST-02821,1,Active,0.8,1332,7,4,0,
3975,20240831,CUST-02821,1,Active,8.3,2506,8,4,0,
3976,20240930,CUST-02821,1,Lapsed,8.4,885,6,4,0,
3977,20241031,CUST-02821,1,Active,7.4,2392,7,3,0,
3978,20241130,CUST-02821,1,Highly Active,9.0,1445,4,4,0,
3979,20241231,CUST-02821,1,Lapsed,6.9,1654,5,3,0,
3980,20250131,CUST-02821,1,Highly Active,5.8,1397,7,4,0,
3981,20250228,CUST-02821,1,Highly Active,7.1,2470,9,4,0,
3982,20250331,CUST-02821,1,Highly Active,6.5,1666,7,3,0,
3983,20250430,CUST-02821,1,Lapsed,5.2,1830,3,3,0,
3984,20250531,CUST-02821,1,Active,8.1,2137,7,4,0,
3985,20250630,CUST-02821,1,Active,7.5,2002,5,4,0,
3986,20250731,CUST-02821,1,Active,7.1,2904,3,5,0,
3987,20250831,CUST-02821,1,Active,8.6,815,7,3,0,
3988,20250930,CUST-02821,1,Active,6.6,1631,6,4,0,
3989,20251031,CUST-02821,1,Active,6.2,1746,7,5,0,
3990,20251130,CUST-02821,1,Highly Active,4.4,2169,5,4,0,
3991,20251231,CUST-02821,1,Active,3.3,2186,6,2,0,
3992,20260131,CUST-02821,1,Highly Active,5.7,2816,8,5,0,
3993,20260228,CUST-02821,1,Lapsed,9.1,1109,8,4,0,
3994,20260331,CUST-02821,1,Active,7.7,1892,4,4,0,
3995,20260430,CUST-02821,1,Active,6.6,2824,8,4,0,
3996,20241130,CUST-02831,1,Active,9.4,1774,4,2,0,
3997,20241231,CUST-02831,1,Active,4.2,2750,8,4,0,
3998,20250131,CUST-02831,1,Active,5.8,1772,2,4,0,
3999,20250228,CUST-02831,1,Highly Active,5.1,1369,7,3,0,
4000,20250331,CUST-02831,1,Active,4.6,1156,4,5,0,
4001,20250430,CUST-02831,1,Highly Active,5.0,1538,6,4,0,
4002,20250531,CUST-02831,1,Lapsed,4.9,2335,3,4,0,
4003,20250630,CUST-02831,1,Highly Active,7.2,1593,4,4,0,
4004,20250731,CUST-02831,1,Dormant,10.0,2233,6,4,0,
4005,20250831,CUST-02831,1,Lapsed,9.1,2006,9,3,0,
4006,20250930,CUST-02831,1,Dormant,9.7,1119,9,3,0,
4007,20251031,CUST-02831,1,Active,3.6,2067,6,4,0,
4008,20251130,CUST-02831,1,Active,5.2,2027,9,4,0,
4009,20251231,CUST-02831,1,Active,6.9,1610,6,3,0,
4010,20260131,CUST-02831,1,Active,4.5,1884,6,4,0,
4011,20260228,CUST-02831,1,Active,8.1,1540,7,3,0,
4012,20260331,CUST-02831,1,Highly Active,5.6,2437,8,4,0,
4013,20260430,CUST-02831,1,Active,6.2,2710,6,4,0,
4014,20241130,CUST-02841,1,Lapsed,6.6,2339,7,4,0,
4015,20241231,CUST-02841,1,Active,6.5,1212,3,3,0,
4016,20250131,CUST-02841,1,Lapsed,4.1,2130,2,3,0,
4017,20250228,CUST-02841,1,Lapsed,4.8,716,10,4,0,
4018,20250331,CUST-02841,1,Dormant,6.7,2204,5,3,0,
4019,20250430,CUST-02841,1,Lapsed,5.3,2144,8,2,0,
4020,20250531,CUST-02841,1,Active,7.7,999,10,3,0,
4021,20250630,CUST-02841,1,Active,10.0,1787,9,4,0,
4022,20250731,CUST-02841,1,Active,7.1,2663,5,4,0,
4023,20250831,CUST-02841,1,Active,7.5,2023,7,4,0,
4024,20250930,CUST-02841,1,Highly Active,5.3,1128,6,4,0,
4025,20251031,CUST-02841,1,Active,7.8,2022,7,3,0,
4026,20251130,CUST-02841,1,Lapsed,4.3,2991,7,3,0,
4027,20251231,CUST-02841,1,Dormant,4.1,1251,8,3,0,
4028,20260131,CUST-02841,1,Active,7.8,1885,6,4,0,
4029,20260228,CUST-02841,1,Active,6.2,1515,8,4,0,
4030,20260331,CUST-02841,1,Highly Active,4.9,1304,10,4,0,
4031,20260430,CUST-02841,1,Highly Active,2.3,1305,7,3,0,
4032,20260430,CUST-02851,1,Highly Active,9.9,2211,6,4,0,
4033,20240731,CUST-02861,1,Active,8.8,1205,7,3,0,
4034,20240831,CUST-02861,1,Dormant,7.3,1047,6,3,0,
4035,20240930,CUST-02861,1,Dormant,7.2,1649,5,3,0,
4036,20241031,CUST-02861,1,Lapsed,5.6,2692,10,3,0,
4037,20241130,CUST-02861,1,Lapsed,6.5,1770,6,2,0,
4038,20241231,CUST-02861,1,Lapsed,8.4,2678,3,4,0,
4039,20250131,CUST-02861,1,Lapsed,3.6,437,7,5,0,
4040,20250228,CUST-02861,1,Highly Active,6.7,2139,9,4,0,
4041,20250331,CUST-02861,1,Highly Active,3.2,2213,6,3,0,
4042,20250430,CUST-02861,1,Active,5.2,2521,4,5,0,
4043,20250531,CUST-02861,1,Dormant,8.7,1542,7,4,0,
4044,20250630,CUST-02861,1,Active,4.0,1245,7,3,0,
4045,20250731,CUST-02861,1,Highly Active,5.4,1469,8,3,0,
4046,20250831,CUST-02861,1,Highly Active,5.7,1808,10,3,0,
4047,20250930,CUST-02861,1,Lapsed,6.6,0,10,4,0,
4048,20251031,CUST-02861,1,Highly Active,8.2,1406,5,3,0,
4049,20251130,CUST-02861,1,Dormant,0.7,1905,9,5,0,
4050,20251231,CUST-02861,1,Active,5.0,2561,10,4,0,
4051,20260131,CUST-02861,1,Highly Active,6.0,1303,7,4,0,
4052,20260228,CUST-02861,1,Dormant,6.5,1528,5,3,0,
4053,20260331,CUST-02861,1,Highly Active,4.3,1736,7,3,0,
4054,20260430,CUST-02861,1,Active,4.9,1802,5,5,0,
4055,20231130,CUST-02871,1,Highly Active,5.9,953,7,3,0,
4056,20231231,CUST-02871,1,Active,5.7,2414,5,3,0,
4057,20240131,CUST-02871,1,Highly Active,3.5,1242,8,3,0,
4058,20240229,CUST-02871,1,Active,4.3,1618,8,3,0,
4059,20240331,CUST-02871,1,Lapsed,7.6,1861,0,3,0,
4060,20240430,CUST-02871,1,Active,10.0,2576,5,2,0,
4061,20240531,CUST-02871,1,Highly Active,7.1,2389,7,3,0,
4062,20240630,CUST-02871,1,Active,4.0,1332,5,3,0,
4063,20240731,CUST-02871,1,Active,7.1,1149,7,4,0,
4064,20240831,CUST-02871,1,Highly Active,7.4,2000,6,4,0,
4065,20240930,CUST-02871,1,Active,6.6,2381,7,3,0,
4066,20241031,CUST-02871,1,Highly Active,6.0,2188,7,4,0,
4067,20241130,CUST-02871,1,Highly Active,7.7,1255,6,4,0,
4068,20241231,CUST-02871,1,Active,8.7,1165,4,3,0,
4069,20250131,CUST-02871,1,Dormant,5.9,2712,9,3,0,
4070,20250228,CUST-02871,1,Highly Active,5.5,3167,5,4,0,
4071,20250331,CUST-02871,1,Highly Active,1.1,1389,5,4,0,
4072,20250430,CUST-02871,1,Highly Active,6.1,2071,4,3,0,
4073,20250531,CUST-02871,1,Lapsed,5.5,1916,5,4,0,
4074,20250630,CUST-02871,1,Highly Active,6.4,1128,5,3,0,
4075,20250731,CUST-02871,1,Active,5.7,992,8,4,0,
4076,20250831,CUST-02871,1,Active,6.0,2100,5,4,0,
4077,20250930,CUST-02871,1,Lapsed,9.0,1294,7,4,0,
4078,20251031,CUST-02871,1,Dormant,6.0,1544,9,5,0,
4079,20251130,CUST-02871,1,Dormant,3.5,2280,7,4,0,
4080,20251231,CUST-02871,1,Lapsed,4.6,1711,4,3,0,
4081,20260131,CUST-02871,1,Highly Active,7.2,2303,6,3,0,
4082,20260228,CUST-02871,1,Active,8.3,1201,7,3,0,
4083,20260331,CUST-02871,1,Highly Active,7.2,533,6,3,0,
4084,20260430,CUST-02871,1,Highly Active,6.8,2188,5,3,0,
4085,20231130,CUST-02881,1,Highly Active,6.9,830,7,3,0,
4086,20231231,CUST-02881,1,Highly Active,8.7,824,0,4,0,
4087,20240131,CUST-02881,1,Lapsed,8.9,3500,3,3,0,
4088,20240229,CUST-02881,1,Active,7.2,1446,5,3,0,
4089,20240331,CUST-02881,1,Highly Active,6.4,2157,5,3,0,
4090,20240430,CUST-02881,1,Active,3.8,2814,4,4,0,
4091,20240531,CUST-02881,1,Lapsed,4.5,1740,4,2,0,
4092,20240630,CUST-02881,1,Highly Active,7.0,1638,6,4,0,
4093,20240731,CUST-02881,1,Lapsed,4.5,759,3,4,0,
4094,20240831,CUST-02881,1,Lapsed,4.1,1420,5,3,0,
4095,20240930,CUST-02881,1,Active,4.4,2359,4,3,0,
4096,20241031,CUST-02881,1,Dormant,6.4,1071,9,4,0,
4097,20241130,CUST-02881,1,Lapsed,7.4,1728,8,3,0,
4098,20241231,CUST-02881,1,Highly Active,7.1,1290,5,4,0,
4099,20250131,CUST-02881,1,Active,5.5,1354,4,4,0,
4100,20250228,CUST-02881,1,Lapsed,4.7,1921,6,3,0,
4101,20250331,CUST-02881,1,Active,6.5,1455,7,3,0,
4102,20250430,CUST-02881,1,Lapsed,4.6,963,7,4,0,
4103,20250531,CUST-02881,1,Highly Active,10.0,2283,7,4,0,
4104,20250630,CUST-02881,1,Lapsed,5.4,1778,4,4,0,
4105,20250731,CUST-02881,1,Dormant,7.5,1776,5,4,0,
4106,20250831,CUST-02881,1,Active,7.9,758,5,3,0,
4107,20250930,CUST-02881,1,Lapsed,6.5,443,7,5,0,
4108,20251031,CUST-02881,1,Active,7.1,1947,7,3,0,
4109,20251130,CUST-02881,1,Highly Active,5.2,2120,6,3,0,
4110,20251231,CUST-02881,1,Highly Active,5.3,1494,4,3,0,
4111,20260131,CUST-02881,1,Active,3.9,2529,6,3,0,
4112,20260228,CUST-02881,1,Lapsed,4.3,1411,6,3,0,
4113,20260331,CUST-02881,1,Highly Active,8.4,1486,8,2,0,
4114,20260430,CUST-02881,1,Lapsed,6.3,1500,7,3,0,
4115,20250731,CUST-02891,1,Active,6.2,2631,9,3,0,
4116,20250831,CUST-02891,1,Lapsed,7.4,2190,9,3,0,
4117,20250930,CUST-02891,1,Active,6.9,2046,4,3,0,
4118,20251031,CUST-02891,1,Highly Active,2.1,1777,4,3,0,
4119,20251130,CUST-02891,1,Active,6.6,1513,6,5,0,
4120,20251231,CUST-02891,1,Active,1.8,957,3,4,0,
4121,20260131,CUST-02891,0,Dormant,0.0,0,2,1,1,Better alternative
4122,20260228,CUST-02891,0,Dormant,0.0,0,3,3,0,
4123,20260331,CUST-02891,0,Dormant,0.0,0,1,3,0,
4124,20260430,CUST-02891,0,Dormant,0.0,0,0,3,0,
4125,20240531,CUST-02901,1,Active,4.1,1735,10,2,0,
4126,20240630,CUST-02901,1,Highly Active,6.6,2561,6,4,0,
4127,20240731,CUST-02901,1,Active,7.6,2482,1,4,0,
4128,20240831,CUST-02901,1,Dormant,3.4,2112,4,4,0,
4129,20240930,CUST-02901,1,Active,5.7,2308,6,2,0,
4130,20241031,CUST-02901,0,Dormant,0.0,0,0,2,1,Better alternative
4131,20241130,CUST-02901,0,Dormant,0.0,0,2,2,0,
4132,20241231,CUST-02901,0,Dormant,0.0,0,5,3,0,
4133,20250131,CUST-02901,0,Dormant,0.0,0,1,3,0,
4134,20250228,CUST-02901,0,Dormant,0.0,0,1,3,0,
4135,20250331,CUST-02901,0,Dormant,0.0,0,1,3,0,
4136,20250430,CUST-02901,0,Dormant,0.0,0,0,1,0,
4137,20250531,CUST-02901,0,Dormant,0.0,0,1,1,0,
4138,20250630,CUST-02901,0,Dormant,0.0,0,2,2,0,
4139,20250731,CUST-02901,0,Dormant,0.0,0,0,2,0,
4140,20250831,CUST-02901,0,Dormant,0.0,0,4,3,0,
4141,20250930,CUST-02901,0,Dormant,0.0,0,1,2,0,
4142,20251031,CUST-02901,0,Dormant,0.0,0,5,1,0,
4143,20251130,CUST-02901,0,Dormant,0.0,0,0,4,0,
4144,20251231,CUST-02901,0,Dormant,0.0,0,2,1,0,
4145,20260131,CUST-02901,0,Dormant,0.0,0,5,3,0,
4146,20260228,CUST-02901,0,Dormant,0.0,0,3,1,0,
4147,20260331,CUST-02901,0,Dormant,0.0,0,8,1,0,
4148,20260430,CUST-02901,0,Dormant,0.0,0,0,3,0,
4149,20251031,CUST-02911,1,Lapsed,8.4,1649,5,4,0,
4150,20251130,CUST-02911,1,Active,6.2,1486,4,4,0,
4151,20251231,CUST-02911,1,Active,6.0,1114,5,4,0,
4152,20260131,CUST-02911,1,Highly Active,6.2,1013,5,3,0,
4153,20260228,CUST-02911,1,Lapsed,5.3,2579,6,4,0,
4154,20260331,CUST-02911,1,Highly Active,5.2,1479,7,4,0,
4155,20260430,CUST-02911,1,Active,2.8,1122,7,4,0,
4156,20241130,CUST-02921,1,Lapsed,7.5,814,6,4,0,
4157,20241231,CUST-02921,1,Highly Active,7.2,2210,7,4,0,
4158,20250131,CUST-02921,1,Highly Active,7.7,2126,6,4,0,
4159,20250228,CUST-02921,1,Active,6.0,2418,6,4,0,
4160,20250331,CUST-02921,1,Active,6.5,1583,7,4,0,
4161,20250430,CUST-02921,1,Lapsed,0.8,2316,7,4,0,
4162,20250531,CUST-02921,1,Active,3.0,1864,4,5,0,
4163,20250630,CUST-02921,1,Active,9.0,1716,7,3,0,
4164,20250731,CUST-02921,1,Active,7.7,2109,1,4,0,
4165,20250831,CUST-02921,1,Active,8.0,3500,6,3,0,
4166,20250930,CUST-02921,1,Active,3.6,2111,6,5,0,
4167,20251031,CUST-02921,1,Highly Active,7.0,2500,10,4,0,
4168,20251130,CUST-02921,1,Active,6.3,1673,5,4,0,
4169,20251231,CUST-02921,1,Lapsed,2.3,1617,6,4,0,
4170,20260131,CUST-02921,1,Lapsed,6.5,2607,5,3,0,
4171,20260228,CUST-02921,1,Active,6.5,2487,10,3,0,
4172,20260331,CUST-02921,0,Dormant,0.0,0,4,1,1,Better alternative
4173,20260430,CUST-02921,0,Dormant,0.0,0,3,2,0,
4174,20260228,CUST-02931,1,Highly Active,4.7,2595,8,3,0,
4175,20260331,CUST-02931,1,Highly Active,7.2,1647,7,5,0,
4176,20260430,CUST-02931,1,Lapsed,6.7,1655,9,3,0,
4177,20250430,CUST-02941,1,Lapsed,3.3,1877,5,4,0,
4178,20250531,CUST-02941,1,Lapsed,2.5,2600,5,4,0,
4179,20250630,CUST-02941,1,Active,7.1,1710,9,3,0,
4180,20250731,CUST-02941,1,Active,6.2,1020,4,5,0,
4181,20250831,CUST-02941,1,Dormant,8.4,3115,6,3,0,
4182,20250930,CUST-02941,1,Highly Active,6.5,2430,6,3,0,
4183,20251031,CUST-02941,1,Active,7.1,1902,7,3,0,
4184,20251130,CUST-02941,1,Active,5.4,1612,8,3,0,
4185,20251231,CUST-02941,1,Active,6.9,1999,8,4,0,
4186,20260131,CUST-02941,1,Lapsed,4.4,2187,7,5,0,
4187,20260228,CUST-02941,1,Active,5.3,1564,6,3,0,
4188,20260331,CUST-02941,1,Highly Active,7.0,3500,6,5,0,
4189,20260430,CUST-02941,1,Active,10.0,2853,8,2,0,
4190,20240531,CUST-02951,1,Lapsed,8.0,1671,5,5,0,
4191,20240630,CUST-02951,1,Active,6.1,3161,9,3,0,
4192,20240731,CUST-02951,1,Active,6.5,2004,3,4,0,
4193,20240831,CUST-02951,1,Highly Active,5.8,1322,4,3,0,
4194,20240930,CUST-02951,1,Highly Active,4.5,1820,4,4,0,
4195,20241031,CUST-02951,1,Dormant,5.6,1138,0,2,0,
4196,20241130,CUST-02951,1,Active,6.0,2406,5,5,0,
4197,20241231,CUST-02951,1,Highly Active,8.6,1000,8,4,0,
4198,20250131,CUST-02951,1,Active,7.3,1896,6,3,0,
4199,20250228,CUST-02951,1,Highly Active,5.9,1877,6,3,0,
4200,20250331,CUST-02951,1,Dormant,4.8,1694,8,4,0,
4201,20250430,CUST-02951,1,Active,7.3,1899,5,3,0,
4202,20250531,CUST-02951,1,Active,7.3,2489,5,4,0,
4203,20250630,CUST-02951,1,Highly Active,5.0,2531,4,3,0,
4204,20250731,CUST-02951,1,Active,9.2,3046,5,3,0,
4205,20250831,CUST-02951,1,Highly Active,5.3,1593,7,4,0,
4206,20250930,CUST-02951,1,Active,6.1,1782,9,5,0,
4207,20251031,CUST-02951,1,Highly Active,9.4,1401,7,4,0,
4208,20251130,CUST-02951,1,Active,5.8,2741,7,4,0,
4209,20251231,CUST-02951,1,Dormant,7.4,3500,9,4,0,
4210,20260131,CUST-02951,1,Lapsed,7.3,2411,6,4,0,
4211,20260228,CUST-02951,1,Lapsed,3.5,417,4,3,0,
4212,20260331,CUST-02951,1,Highly Active,3.0,1536,5,3,0,
4213,20260430,CUST-02951,1,Highly Active,3.6,617,5,4,0,
