DeviceDayID,DateKey,DeviceID,Status,AvgUptimePct,AvgRuntimeHrs,TotalWaterPumpedLitres,AvgFlowRateM3H,TotalSolarGenKWh,AvgBatterySoCPct,AvgSignalStrengthDBm,HeartbeatMissCount,AvgDataLatencyMs
8968,20250831,DEV-02801,Online,96.9,8.1,2349,2.7,2.5,46,-80,0,343
8969,20250930,DEV-02801,Online,91.0,5.9,1360,4.0,3.3,59,-79,2,269
8970,20251031,DEV-02801,Online,92.2,5.1,618,2.8,1.7,65,-50,1,355
8971,20251130,DEV-02801,Online,95.9,4.0,1932,3.1,2.6,90,-69,2,314
8972,20251231,DEV-02801,Online,92.4,4.3,2423,2.1,2.3,78,-68,3,322
8973,20260131,DEV-02801,Online,92.3,9.1,3062,2.7,3.5,55,-72,0,447
8974,20260228,DEV-02801,Online,96.5,7.6,2008,2.8,2.6,70,-64,0,330
8975,20260331,DEV-02801,Degraded,61.1,4.1,691,3.2,2.8,56,-65,2,524
8976,20260430,DEV-02801,Online,99.9,5.6,1368,2.6,2.2,67,-70,0,290
8977,20250131,DEV-02806,Online,96.8,5.4,2357,2.2,2.5,65,-84,2,411
8978,20250228,DEV-02806,Online,89.2,8.6,1346,3.1,2.7,67,-76,1,406
8979,20250331,DEV-02806,Online,93.4,5.3,1509,3.1,1.9,52,-72,2,265
8980,20250430,DEV-02806,Online,87.4,6.4,929,3.4,2.2,40,-65,0,145
8981,20250531,DEV-02806,Online,92.6,4.4,1359,1.6,2.1,49,-64,1,292
8982,20250630,DEV-02806,Online,92.9,7.3,1752,3.5,2.7,56,-76,1,331
8983,20250731,DEV-02806,Online,98.8,6.6,1516,2.7,3.1,76,-71,0,197
8984,20250831,DEV-02806,Online,86.3,9.1,1529,2.8,2.7,80,-68,1,132
8985,20250930,DEV-02806,Online,90.8,6.1,1454,2.6,3.1,68,-79,2,283
8986,20251031,DEV-02806,Online,98.0,5.5,2801,3.4,2.2,56,-72,1,370
8987,20251130,DEV-02806,Online,87.9,8.1,750,3.7,2.1,77,-72,1,80
8988,20251231,DEV-02806,Online,96.7,5.1,1303,2.2,2.7,62,-72,1,398
8989,20260131,DEV-02806,Online,94.6,5.6,2898,2.6,2.6,62,-58,0,473
8990,20260228,DEV-02806,Online,99.9,5.3,2325,3.6,3.0,83,-65,2,281
8991,20260331,DEV-02806,Online,96.9,6.1,1378,3.2,2.4,66,-74,1,345
8992,20260430,DEV-02806,Online,93.1,4.2,2495,3.8,1.7,83,-81,0,423
8993,20250131,DEV-02811,Online,88.3,7.1,2252,2.4,3.3,63,-72,0,272
8994,20250228,DEV-02811,Online,96.3,8.1,2185,2.2,1.7,60,-71,1,234
8995,20250331,DEV-02811,Online,94.1,7.5,1187,2.3,2.2,75,-63,1,349
8996,20250430,DEV-02811,Online,89.4,5.4,1252,1.5,1.4,88,-81,0,146
8997,20250531,DEV-02811,Online,94.8,5.7,2183,2.8,2.7,53,-89,0,265
8998,20250630,DEV-02811,Online,94.7,8.4,2766,2.7,3.3,76,-69,2,241
8999,20250731,DEV-02811,Online,95.0,5.2,2107,2.8,2.2,68,-64,0,319
9000,20250831,DEV-02811,Online,91.0,6.9,2063,2.8,1.6,78,-89,0,128
9001,20250930,DEV-02811,Online,91.9,4.9,760,3.6,2.8,59,-73,1,112
9002,20251031,DEV-02811,Online,88.5,4.0,1552,3.0,2.8,63,-80,1,354
9003,20251130,DEV-02811,Online,89.5,5.1,739,2.9,1.9,71,-67,1,272
9004,20251231,DEV-02811,Online,95.2,4.0,1154,2.6,3.0,55,-65,0,228
9005,20260131,DEV-02811,Online,94.6,6.4,1421,3.1,3.1,61,-72,0,80
9006,20260228,DEV-02811,Online,87.5,7.6,2834,3.5,3.1,77,-81,0,229
9007,20260331,DEV-02811,Online,97.5,5.4,1259,4.0,2.1,74,-78,0,217
9008,20260430,DEV-02811,Offline,56.5,4.8,1157,2.5,2.4,67,-64,1,198
9009,20250131,DEV-02816,Online,99.9,4.4,2024,3.5,2.5,75,-50,0,325
9010,20250228,DEV-02816,Online,99.9,6.6,1948,2.7,2.4,81,-83,0,196
9011,20250331,DEV-02816,Online,93.5,5.4,1584,3.3,1.9,85,-69,2,455
9012,20250430,DEV-02816,Online,91.5,2.3,1787,1.6,2.6,53,-71,0,240
9013,20250531,DEV-02816,Online,92.1,5.4,2411,3.0,1.8,72,-73,3,250
9014,20250630,DEV-02816,Online,91.3,6.9,2987,2.5,2.7,66,-83,2,425
9015,20250731,DEV-02816,Online,91.5,8.0,2061,3.2,1.9,69,-71,0,226
9016,20250831,DEV-02816,Online,95.0,8.4,2611,3.4,3.1,82,-55,0,349
9017,20250930,DEV-02816,Online,91.7,3.7,1830,3.0,3.8,77,-69,1,360
9018,20251031,DEV-02816,Online,92.7,5.4,1318,3.3,2.7,74,-68,0,318
9019,20251130,DEV-02816,Online,97.4,5.8,1170,3.2,2.9,74,-68,1,165
9020,20251231,DEV-02816,Online,93.3,7.2,1417,1.7,2.6,80,-66,0,269
9021,20260131,DEV-02816,Online,94.0,6.4,2473,2.9,2.3,62,-66,2,407
9022,20260228,DEV-02816,Online,99.9,6.6,1927,3.1,3.1,74,-79,2,446
9023,20260331,DEV-02816,Online,99.5,4.6,1650,2.7,1.8,79,-73,2,230
9024,20260430,DEV-02816,Online,91.7,4.8,1193,2.8,2.2,56,-77,1,422
9025,20250131,DEV-02821,Online,88.7,6.1,2543,2.6,3.2,58,-73,1,376
9026,20250228,DEV-02821,Online,89.2,7.4,2226,4.0,2.7,58,-90,0,261
9027,20250331,DEV-02821,Online,96.6,4.8,1874,3.0,2.5,73,-84,1,574
9028,20250430,DEV-02821,Online,98.2,4.8,1434,2.8,2.0,67,-78,1,303
9029,20250531,DEV-02821,Online,93.2,5.0,1268,1.7,1.5,63,-91,1,192
9030,20250630,DEV-02821,Online,99.1,5.1,2118,2.4,2.6,60,-65,0,425
9031,20250731,DEV-02821,Online,85.1,4.6,2130,3.9,2.6,83,-76,2,214
9032,20250831,DEV-02821,Online,86.1,6.2,2255,2.6,2.1,74,-89,1,336
9033,20250930,DEV-02821,Online,90.8,5.5,1204,2.1,2.5,56,-77,1,510
9034,20251031,DEV-02821,Online,88.3,5.8,2031,3.6,2.1,87,-79,2,343
9035,20251130,DEV-02821,Offline,63.5,7.5,1129,2.0,3.0,61,-62,0,380
9036,20251231,DEV-02821,Online,97.0,6.2,1494,2.8,2.4,60,-78,0,312
9037,20260131,DEV-02821,Online,97.3,7.3,2306,3.1,3.2,87,-72,0,519
9038,20260228,DEV-02821,Online,86.5,4.6,2127,3.7,3.2,98,-70,1,374
9039,20260331,DEV-02821,Online,92.2,5.7,312,2.9,2.4,53,-64,1,339
9040,20260430,DEV-02821,Online,94.0,5.9,1287,1.8,1.5,48,-81,0,163
9041,20250131,DEV-02826,Online,88.9,4.5,2517,2.3,2.8,57,-70,0,326
9042,20250228,DEV-02826,Online,91.7,6.6,1944,2.8,3.0,62,-61,0,260
9043,20250331,DEV-02826,Online,96.8,4.9,1464,2.4,1.8,91,-78,1,273
9044,20250430,DEV-02826,Online,90.3,4.9,476,1.9,1.8,58,-63,1,338
9045,20250531,DEV-02826,Online,88.6,5.8,1678,1.7,1.9,48,-73,1,285
9046,20250630,DEV-02826,Online,92.9,7.2,2674,3.1,2.7,74,-78,2,327
9047,20250731,DEV-02826,Online,92.9,6.9,1774,3.3,3.1,74,-75,3,80
9048,20250831,DEV-02826,Online,95.9,5.0,1970,2.6,2.8,61,-67,2,192
9049,20250930,DEV-02826,Online,96.0,6.2,925,3.2,2.9,63,-66,1,205
9050,20251031,DEV-02826,Online,96.5,6.7,1266,2.2,1.5,82,-81,1,341
9051,20251130,DEV-02826,Online,97.7,4.4,1256,2.1,2.5,50,-67,1,255
9052,20251231,DEV-02826,Online,98.3,4.6,1142,3.6,2.5,69,-79,0,389
9053,20260131,DEV-02826,Online,92.4,6.8,2014,2.5,2.5,65,-85,0,273
9054,20260228,DEV-02826,Degraded,65.4,6.2,2210,2.5,1.7,98,-51,2,197
9055,20260331,DEV-02826,Online,99.9,7.1,300,2.9,2.8,75,-80,0,140
9056,20260430,DEV-02826,Online,91.0,8.8,3231,4.0,2.6,69,-74,2,328
9057,20250131,DEV-02831,Offline,61.3,8.9,1784,3.5,2.6,49,-66,0,292
9058,20250228,DEV-02831,Online,91.8,5.8,1860,3.9,2.0,68,-90,0,412
9059,20250331,DEV-02831,Online,95.5,5.9,848,1.9,2.2,50,-95,1,243
9060,20250430,DEV-02831,Online,90.8,6.5,1199,3.5,1.4,90,-82,2,388
9061,20250531,DEV-02831,Online,99.1,6.7,1760,3.2,1.5,72,-61,1,536
9062,20250630,DEV-02831,Online,92.0,8.3,2120,3.0,2.0,66,-86,0,341
9063,20250731,DEV-02831,Online,92.9,8.8,2863,2.3,3.1,85,-68,1,280
9064,20250831,DEV-02831,Online,99.9,6.7,2234,2.2,2.6,91,-76,2,299
9065,20250930,DEV-02831,Online,98.6,7.0,883,2.3,2.2,89,-76,3,385
9066,20251031,DEV-02831,Online,91.5,4.7,956,2.7,3.0,78,-82,3,300
9067,20251130,DEV-02831,Online,99.0,4.8,2388,4.0,2.2,70,-63,0,218
9068,20251231,DEV-02831,Online,99.9,4.3,808,2.6,2.7,43,-77,1,406
9069,20260131,DEV-02831,Online,89.2,5.3,2577,3.4,2.7,69,-57,1,381
9070,20260228,DEV-02831,Online,99.3,4.0,1905,3.2,3.0,72,-68,0,299
9071,20260331,DEV-02831,Degraded,53.5,5.0,1005,2.0,1.6,74,-81,3,562
9072,20260430,DEV-02831,Online,93.1,7.1,1263,1.5,1.5,58,-82,1,301
9073,20250131,DEV-02836,Online,96.8,7.4,2164,3.2,3.1,67,-84,2,141
9074,20250228,DEV-02836,Online,86.8,6.6,2225,3.2,3.7,72,-74,1,289
9075,20250331,DEV-02836,Online,98.2,6.8,963,2.9,1.9,58,-61,0,249
9076,20250430,DEV-02836,Online,99.9,5.7,1440,4.0,2.1,65,-78,1,154
9077,20250531,DEV-02836,Online,89.4,5.6,1662,2.4,3.1,61,-69,0,347
9078,20250630,DEV-02836,Online,99.9,5.7,2471,3.5,3.2,70,-72,0,246
9079,20250731,DEV-02836,Online,96.7,7.2,2430,2.8,2.3,71,-80,4,208
9080,20250831,DEV-02836,Online,90.7,6.7,1604,2.0,2.9,50,-60,0,303
9081,20250930,DEV-02836,Online,87.0,6.8,1789,2.6,2.5,82,-76,1,289
9082,20251031,DEV-02836,Online,97.7,6.2,1220,2.4,1.9,71,-73,1,192
9083,20251130,DEV-02836,Online,90.1,2.0,900,3.0,2.9,84,-63,1,261
9084,20251231,DEV-02836,Online,96.4,6.8,1076,2.9,2.1,58,-81,0,401
9085,20260131,DEV-02836,Online,93.3,5.5,1513,3.6,2.5,54,-77,1,111
9086,20260228,DEV-02836,Online,84.9,7.7,2401,1.9,2.4,84,-72,0,102
9087,20260331,DEV-02836,Online,93.0,6.1,1230,2.9,1.4,48,-84,2,315
9088,20260430,DEV-02836,Online,93.0,5.4,1093,2.8,1.4,85,-82,1,396
9089,20250131,DEV-02841,Online,92.2,7.2,1879,2.9,2.4,78,-67,2,200
9090,20250228,DEV-02841,Online,93.4,5.6,2818,2.3,2.3,76,-55,0,415
9091,20250331,DEV-02841,Online,94.8,6.5,650,3.8,2.6,73,-73,0,183
9092,20250430,DEV-02841,Online,99.9,6.7,2159,3.4,1.9,79,-60,1,347
9093,20250531,DEV-02841,Online,95.6,6.1,1237,3.0,2.1,60,-70,0,180
9094,20250630,DEV-02841,Online,99.9,7.3,3002,2.9,3.9,72,-55,1,80
9095,20250731,DEV-02841,Online,94.8,5.5,3037,2.7,3.0,56,-80,2,391
9096,20250831,DEV-02841,Online,94.2,8.7,2666,2.3,2.4,76,-70,0,296
9097,20250930,DEV-02841,Online,91.9,6.4,2524,3.0,3.8,84,-64,0,180
9098,20251031,DEV-02841,Online,97.8,5.9,929,1.8,1.8,51,-76,2,516
9099,20251130,DEV-02841,Online,96.1,5.4,943,2.3,1.0,62,-67,0,262
9100,20251231,DEV-02841,Online,93.3,5.8,2175,1.7,2.7,59,-72,0,247
9101,20260131,DEV-02841,Degraded,59.2,6.2,2465,2.7,3.2,64,-79,0,182
9102,20260228,DEV-02841,Online,92.1,6.4,2839,3.2,3.0,56,-59,3,80
9103,20260331,DEV-02841,Online,96.3,6.9,799,2.2,1.6,65,-54,1,217
9104,20260430,DEV-02841,Online,94.3,5.8,995,3.3,2.6,67,-78,0,256
9105,20250131,DEV-02846,Online,95.7,7.4,1607,2.4,1.7,78,-65,3,120
9106,20250228,DEV-02846,Online,96.0,4.6,1348,1.9,3.1,66,-80,0,291
9107,20250331,DEV-02846,Online,97.8,5.4,1736,3.7,1.8,59,-68,2,302
9108,20250430,DEV-02846,Online,90.2,6.9,1563,2.1,3.4,48,-69,0,253
9109,20250531,DEV-02846,Online,93.1,5.3,2107,2.1,2.3,71,-88,1,452
9110,20250630,DEV-02846,Online,98.7,7.5,2032,3.6,3.2,81,-69,0,259
9111,20250731,DEV-02846,Online,93.9,5.1,2727,2.6,1.8,74,-56,1,306
9112,20250831,DEV-02846,Online,89.6,7.3,1837,2.4,3.4,74,-73,0,217
9113,20250930,DEV-02846,Online,96.4,4.3,1330,2.0,2.5,60,-68,0,114
9114,20251031,DEV-02846,Online,96.6,5.4,779,2.4,2.1,69,-78,0,243
9115,20251130,DEV-02846,Online,99.0,5.8,1258,2.7,2.1,65,-74,1,316
9116,20251231,DEV-02846,Online,93.3,5.9,2109,3.0,3.7,54,-65,1,354
9117,20260131,DEV-02846,Online,98.1,9.1,1796,3.2,2.8,52,-63,1,293
9118,20260228,DEV-02846,Online,98.8,6.7,2834,3.3,2.7,69,-82,1,257
9119,20260331,DEV-02846,Online,91.2,5.1,2030,3.1,2.6,73,-84,2,229
9120,20260430,DEV-02846,Online,90.8,5.5,1116,2.9,2.6,71,-66,0,80
9121,20250131,DEV-02851,Online,97.9,8.3,2330,1.8,2.6,75,-85,0,178
9122,20250228,DEV-02851,Online,93.2,8.3,2692,3.0,3.0,78,-73,1,209
9123,20250331,DEV-02851,Online,94.6,6.4,1025,2.9,2.5,56,-77,2,190
9124,20250430,DEV-02851,Online,94.9,4.1,1683,3.4,1.9,65,-79,0,450
9125,20250531,DEV-02851,Degraded,56.8,5.7,1094,2.4,3.1,67,-76,1,363
9126,20250630,DEV-02851,Degraded,60.8,7.4,2085,3.0,3.5,59,-70,0,80
9127,20250731,DEV-02851,Online,99.9,7.4,2186,2.5,2.7,72,-69,0,246
9128,20250831,DEV-02851,Online,89.4,6.2,2168,1.9,2.8,67,-73,1,304
9129,20250930,DEV-02851,Online,85.1,4.8,1480,2.4,3.0,90,-54,3,238
9130,20251031,DEV-02851,Online,98.2,6.3,1613,2.6,1.9,73,-67,1,242
9131,20251130,DEV-02851,Online,96.0,5.0,1920,2.7,1.7,67,-59,1,429
9132,20251231,DEV-02851,Online,87.4,8.2,915,2.9,3.1,63,-70,0,354
9133,20260131,DEV-02851,Online,86.0,8.5,3010,2.8,2.9,43,-73,0,401
9134,20260228,DEV-02851,Online,94.0,5.4,2983,2.5,3.3,91,-52,0,352
9135,20260331,DEV-02851,Online,93.2,4.1,915,2.7,1.8,76,-78,0,309
9136,20260430,DEV-02851,Online,92.5,5.6,1473,4.0,1.4,73,-74,0,151
9137,20250131,DEV-02856,Online,93.7,5.6,3107,3.2,2.6,91,-74,1,440
9138,20250228,DEV-02856,Online,89.7,8.4,2226,2.9,1.9,52,-70,2,182
9139,20250331,DEV-02856,Online,90.1,5.8,1448,3.7,2.3,51,-82,1,355
9140,20250430,DEV-02856,Online,82.3,6.4,1772,2.4,2.1,71,-65,0,254
9141,20250531,DEV-02856,Degraded,65.7,6.3,1619,4.0,2.5,51,-81,0,180
9142,20250630,DEV-02856,Online,92.4,7.5,2181,3.1,3.2,67,-60,2,315
9143,20250731,DEV-02856,Online,94.4,6.7,2838,1.9,2.2,72,-77,2,165
9144,20250831,DEV-02856,Online,96.9,6.2,2046,3.1,2.8,38,-74,0,323
9145,20250930,DEV-02856,Degraded,55.9,6.2,1233,2.4,3.1,79,-57,0,389
9146,20251031,DEV-02856,Online,95.9,4.5,553,2.9,2.4,62,-88,1,278
9147,20251130,DEV-02856,Online,97.6,5.8,1777,3.7,2.0,45,-84,0,80
9148,20251231,DEV-02856,Online,96.0,5.8,1762,2.5,2.6,69,-80,0,225
9149,20260131,DEV-02856,Online,92.2,7.4,2683,3.1,2.2,74,-65,1,208
9150,20260228,DEV-02856,Online,94.7,7.2,2170,3.0,3.3,80,-76,3,253
9151,20260331,DEV-02856,Online,89.3,5.7,1769,2.4,2.1,65,-69,2,393
9152,20260430,DEV-02856,Online,95.6,3.1,1119,1.7,2.1,48,-56,0,164
9153,20250131,DEV-02861,Online,95.5,7.9,1704,2.9,3.5,70,-76,0,226
9154,20250228,DEV-02861,Online,99.3,8.2,2384,2.9,1.8,53,-95,0,80
9155,20250331,DEV-02861,Online,91.3,5.4,2186,2.5,1.6,59,-63,2,91
9156,20250430,DEV-02861,Online,92.0,6.4,640,1.8,1.6,53,-89,1,400
9157,20250531,DEV-02861,Online,90.0,4.0,442,2.9,1.4,98,-75,0,384
9158,20250630,DEV-02861,Online,96.1,5.9,2376,3.3,3.0,56,-67,3,227
9159,20250731,DEV-02861,Online,98.9,5.8,1380,2.0,2.4,70,-59,2,205
9160,20250831,DEV-02861,Online,96.5,8.8,2606,2.4,3.2,59,-73,2,348
9161,20250930,DEV-02861,Online,97.1,5.1,1668,3.3,2.6,56,-86,3,531
9162,20251031,DEV-02861,Online,99.2,4.7,1522,2.6,2.2,65,-53,0,389
9163,20251130,DEV-02861,Online,96.4,4.1,1563,2.8,2.2,82,-61,1,328
9164,20251231,DEV-02861,Online,84.4,6.3,1119,3.2,3.4,83,-73,2,386
9165,20260131,DEV-02861,Online,96.7,7.1,2375,2.6,2.8,53,-60,1,313
9166,20260228,DEV-02861,Degraded,61.1,5.5,1801,2.9,2.3,68,-70,0,285
9167,20260331,DEV-02861,Online,94.5,3.0,1884,3.5,1.4,66,-68,1,281
9168,20260430,DEV-02861,Online,95.5,7.6,1642,3.4,1.0,61,-50,0,373
9169,20250131,DEV-02866,Online,96.2,5.8,2296,2.6,3.4,83,-69,3,342
9170,20250228,DEV-02866,Online,96.8,4.4,2055,2.9,3.0,68,-86,0,138
9171,20250331,DEV-02866,Online,96.4,5.9,1102,2.2,2.1,67,-65,2,312
9172,20250430,DEV-02866,Online,95.9,3.2,1305,3.5,2.6,82,-50,1,258
9173,20250531,DEV-02866,Online,93.4,5.6,1227,3.7,2.2,84,-58,0,404
9174,20250630,DEV-02866,Online,88.6,7.9,1763,2.3,2.7,77,-64,0,322
9175,20250731,DEV-02866,Online,93.8,6.8,1472,2.9,2.2,78,-65,1,80
9176,20250831,DEV-02866,Online,93.0,6.8,3251,2.9,3.1,86,-83,2,199
9177,20250930,DEV-02866,Online,93.1,2.0,2250,2.6,2.3,74,-72,1,211
9178,20251031,DEV-02866,Online,97.6,5.8,1722,3.0,2.7,68,-65,2,420
9179,20251130,DEV-02866,Online,92.0,6.2,1587,3.1,1.7,63,-72,0,317
9180,20251231,DEV-02866,Online,99.2,6.5,2224,2.3,2.0,72,-67,0,127
9181,20260131,DEV-02866,Online,93.8,9.4,2153,2.9,2.2,54,-55,0,118
9182,20260228,DEV-02866,Online,89.1,6.8,2599,3.3,2.6,57,-82,2,280
9183,20260331,DEV-02866,Online,92.4,5.2,717,2.7,1.6,54,-76,0,394
9184,20260430,DEV-02866,Online,90.0,7.6,968,2.4,2.6,77,-52,0,353
9185,20250131,DEV-02871,Online,93.6,5.6,1544,3.0,3.4,56,-72,2,233
9186,20250228,DEV-02871,Online,96.6,5.8,2169,2.7,3.0,94,-77,2,471
9187,20250331,DEV-02871,Online,86.3,6.1,1818,2.7,1.2,65,-66,1,274
9188,20250430,DEV-02871,Online,97.0,6.8,1589,2.6,2.2,62,-62,2,281
9189,20250531,DEV-02871,Online,94.4,4.8,323,2.7,2.4,66,-68,1,396
9190,20250630,DEV-02871,Online,94.3,5.5,1959,4.0,2.9,57,-65,1,310
9191,20250731,DEV-02871,Online,94.0,5.5,2583,3.2,2.7,70,-59,1,397
9192,20250831,DEV-02871,Online,88.8,5.0,2134,2.7,3.3,56,-59,1,273
9193,20250930,DEV-02871,Degraded,53.9,4.0,464,2.5,3.8,79,-74,1,452
9194,20251031,DEV-02871,Online,92.9,5.7,1775,2.6,2.6,77,-62,0,233
9195,20251130,DEV-02871,Online,92.8,6.7,1722,1.6,2.3,70,-77,1,348
9196,20251231,DEV-02871,Online,91.1,4.3,562,3.5,2.4,70,-58,5,488
9197,20260131,DEV-02871,Degraded,61.7,7.7,2704,3.0,2.8,72,-74,0,123
9198,20260228,DEV-02871,Online,96.9,6.0,1836,2.8,3.1,69,-73,1,302
9199,20260331,DEV-02871,Online,90.2,7.4,2012,3.4,2.0,83,-77,0,348
9200,20260430,DEV-02871,Online,92.6,7.5,1785,3.2,1.9,62,-84,2,395
9201,20250131,DEV-02876,Online,94.5,6.2,1954,2.7,3.6,95,-60,0,193
9202,20250228,DEV-02876,Online,93.5,6.4,1729,2.9,2.3,48,-54,0,337
9203,20250331,DEV-02876,Online,83.8,6.5,2496,2.4,1.4,72,-73,2,376
9204,20250430,DEV-02876,Online,91.9,3.3,1638,2.3,2.2,48,-56,1,259
9205,20250531,DEV-02876,Online,94.8,5.6,983,2.7,2.2,48,-72,0,286
9206,20250630,DEV-02876,Online,99.1,5.7,2150,2.3,2.8,53,-67,2,149
9207,20250731,DEV-02876,Online,97.7,6.4,3188,1.5,2.1,86,-54,2,251
9208,20250831,DEV-02876,Online,95.2,4.9,2312,3.3,2.4,48,-70,0,362
9209,20250930,DEV-02876,Online,88.2,5.0,1053,3.2,2.2,83,-67,0,306
9210,20251031,DEV-02876,Online,99.9,5.2,2588,2.0,1.9,70,-85,2,344
9211,20251130,DEV-02876,Online,94.6,6.2,1252,3.4,2.1,76,-80,1,133
9212,20251231,DEV-02876,Online,91.2,6.6,1046,2.4,2.8,76,-68,0,445
9213,20260131,DEV-02876,Online,94.5,8.1,2149,3.7,2.4,67,-93,2,257
9214,20260228,DEV-02876,Degraded,58.6,6.3,1245,2.3,2.3,72,-63,1,407
9215,20260331,DEV-02876,Online,96.4,5.5,2187,3.4,1.9,86,-59,0,394
9216,20260430,DEV-02876,Online,91.8,5.8,2284,2.7,1.3,76,-67,1,385
9217,20250131,DEV-02881,Online,98.4,5.7,3018,4.0,2.6,80,-82,2,354
9218,20250228,DEV-02881,Online,96.6,7.6,2742,3.1,3.2,63,-85,1,328
9219,20250331,DEV-02881,Online,89.0,5.1,1819,3.1,1.5,46,-68,1,425
9220,20250430,DEV-02881,Online,97.8,5.2,2119,4.0,2.3,85,-69,1,158
9221,20250531,DEV-02881,Degraded,58.2,4.9,2224,3.6,2.3,78,-66,0,446
9222,20250630,DEV-02881,Online,95.0,8.0,1903,3.6,3.0,84,-73,0,304
9223,20250731,DEV-02881,Online,94.1,6.6,2227,3.6,3.4,57,-70,3,110
9224,20250831,DEV-02881,Online,90.6,5.3,2735,2.7,2.3,71,-78,1,465
9225,20250930,DEV-02881,Online,97.0,4.7,1368,3.4,3.2,73,-68,1,347
9226,20251031,DEV-02881,Online,97.6,6.6,571,2.9,2.5,79,-78,1,226
9227,20251130,DEV-02881,Online,86.4,4.8,1877,2.5,1.5,84,-62,1,279
9228,20251231,DEV-02881,Online,94.1,4.6,875,2.3,2.9,93,-84,0,214
9229,20260131,DEV-02881,Online,88.1,4.7,2229,2.2,3.1,55,-72,1,217
9230,20260228,DEV-02881,Online,97.4,7.2,2032,2.2,2.3,60,-71,4,314
9231,20260331,DEV-02881,Online,88.6,4.1,1032,2.7,1.7,73,-65,0,386
9232,20260430,DEV-02881,Online,93.4,5.1,1028,2.8,2.6,47,-77,1,270
9233,20250131,DEV-02886,Online,93.7,5.4,2471,3.6,3.2,65,-71,0,162
9234,20250228,DEV-02886,Online,91.0,8.6,1605,3.1,2.8,60,-69,0,297
9235,20250331,DEV-02886,Online,97.6,5.1,937,2.5,1.4,75,-80,1,378
9236,20250430,DEV-02886,Online,87.6,5.9,921,2.7,2.1,66,-68,2,191
9237,20250531,DEV-02886,Online,98.9,5.8,1167,2.5,1.1,75,-79,1,271
9238,20250630,DEV-02886,Online,91.6,5.6,2094,1.9,3.5,56,-81,0,302
9239,20250731,DEV-02886,Online,95.4,5.6,1636,2.9,2.5,79,-68,0,177
9240,20250831,DEV-02886,Online,87.2,6.4,2587,3.1,2.3,91,-62,1,428
9241,20250930,DEV-02886,Online,95.4,7.4,2143,3.1,3.2,75,-61,1,292
9242,20251031,DEV-02886,Offline,59.7,6.3,1738,2.1,1.0,67,-88,1,481
9243,20251130,DEV-02886,Online,97.1,7.8,1627,3.0,2.1,57,-85,1,311
9244,20251231,DEV-02886,Online,95.7,6.6,697,2.4,3.4,76,-50,1,258
9245,20260131,DEV-02886,Online,88.9,6.0,3180,2.7,2.9,77,-71,0,252
9246,20260228,DEV-02886,Online,82.6,4.4,2080,1.8,3.3,64,-80,1,167
9247,20260331,DEV-02886,Online,95.5,3.9,1676,3.1,2.1,58,-69,0,255
9248,20260430,DEV-02886,Online,91.8,4.3,1937,3.2,2.1,51,-76,0,265
9249,20250131,DEV-02891,Online,98.6,8.2,1332,1.9,3.2,59,-74,0,259
9250,20250228,DEV-02891,Online,91.6,6.6,1285,2.2,3.0,63,-62,0,343
9251,20250331,DEV-02891,Online,93.5,4.1,1312,2.8,1.7,76,-72,1,338
9252,20250430,DEV-02891,Online,90.2,4.4,1323,2.2,2.2,65,-64,1,323
9253,20250531,DEV-02891,Online,94.0,2.0,1243,2.5,1.7,63,-85,0,236
9254,20250630,DEV-02891,Online,99.9,7.5,2344,2.5,1.4,50,-61,1,274
9255,20250731,DEV-02891,Online,94.6,4.7,2278,2.8,2.7,54,-70,0,330
9256,20250831,DEV-02891,Online,89.2,6.8,1716,2.6,3.3,72,-67,0,250
9257,20250930,DEV-02891,Online,87.3,6.4,1671,3.0,3.3,82,-71,0,139
9258,20251031,DEV-02891,Online,91.6,4.8,1835,3.0,2.1,78,-56,1,167
9259,20251130,DEV-02891,Online,99.9,4.4,870,2.7,2.4,65,-64,2,325
9260,20251231,DEV-02891,Online,99.8,5.6,1825,3.6,3.7,58,-68,0,347
9261,20260131,DEV-02891,Online,94.7,6.8,2821,3.2,2.5,68,-66,0,159
9262,20260228,DEV-02891,Online,92.5,5.7,1744,2.4,2.9,67,-79,1,241
9263,20260331,DEV-02891,Online,98.3,4.7,2407,3.0,1.6,74,-71,0,366
9264,20260430,DEV-02891,Online,93.1,5.6,955,2.4,1.8,71,-75,1,297
9265,20250131,DEV-02896,Online,92.3,6.6,2813,2.5,2.2,71,-83,3,336
9266,20250228,DEV-02896,Online,98.7,7.1,2627,2.2,3.0,58,-76,0,264
9267,20250331,DEV-02896,Online,96.7,4.3,1093,2.6,2.7,49,-75,1,100
9268,20250430,DEV-02896,Online,95.4,4.2,865,3.2,2.2,80,-54,5,319
9269,20250531,DEV-02896,Online,99.9,7.6,1329,2.6,1.7,81,-85,0,292
9270,20250630,DEV-02896,Online,93.4,7.3,2173,3.1,2.3,72,-70,1,350
9271,20250731,DEV-02896,Offline,58.5,7.6,2106,2.3,3.1,58,-70,0,473
9272,20250831,DEV-02896,Online,92.9,8.2,3197,3.7,2.9,85,-57,2,118
9273,20250930,DEV-02896,Online,91.1,8.5,1420,2.0,3.2,84,-95,1,173
9274,20251031,DEV-02896,Online,96.2,5.9,2382,2.8,2.6,48,-72,0,311
9275,20251130,DEV-02896,Online,93.1,3.7,1343,3.0,1.8,55,-85,1,229
