TransactionID,DateKey,CustomerID,ProductID,ChannelID,AgentID,CountyID,UnitsSold,RevenueKES,PaymentType,LeadSource,DaysToClose
TXN-07394,20250105,CUST-03422,PROD-008,CH-02,AGT-016,CTY-040,1,2848,Cash,Social Media,39
TXN-07395,20250103,CUST-01624,PROD-001,CH-01,AGT-009,CTY-039,1,85617,PAYG,Social Media,42
TXN-07396,20250128,CUST-01035,PROD-001,CH-02,AGT-026,CTY-003,1,88016,PAYG,Walk-in,13
TXN-07397,20250112,CUST-03570,PROD-001,CH-01,AGT-023,CTY-016,1,103433,PAYG,Field Agent,20
TXN-07398,20250126,CUST-03970,PROD-007,CH-01,AGT-049,CTY-037,1,9402,Cash,Referral,8
TXN-07399,20250115,CUST-04710,PROD-002,CH-02,AGT-029,CTY-036,1,74011,PAYG,Trade Show,44
TXN-07400,20250118,CUST-02901,PROD-006,CH-02,AGT-038,CTY-037,1,29783,PAYG,Referral,45
TXN-07401,20250119,CUST-03921,PROD-007,CH-01,AGT-017,CTY-026,1,7798,Cash,Referral,5
TXN-07402,20250111,CUST-04345,PROD-001,CH-01,AGT-059,CTY-007,1,97603,PAYG,Field Agent,29
TXN-07403,20250113,CUST-00911,PROD-008,CH-02,AGT-060,CTY-008,1,4175,Cash,Field Agent,5
TXN-07404,20250122,CUST-02471,PROD-008,CH-01,AGT-005,CTY-037,1,2544,PAYG,Trade Show,15
TXN-07405,20250123,CUST-03614,PROD-001,CH-02,AGT-019,CTY-006,1,98667,PAYG,Trade Show,7
TXN-07406,20250102,CUST-03420,PROD-001,CH-01,AGT-030,CTY-002,1,98193,Cash,Referral,45
TXN-07407,20250102,CUST-02781,PROD-002,CH-03,AGT-075,CTY-028,1,81731,PAYG,Walk-in,13
TXN-07408,20250125,CUST-01762,PROD-001,CH-01,AGT-058,CTY-028,1,99677,Cash,Radio,17
TXN-07409,20250111,CUST-01484,PROD-007,CH-02,AGT-076,CTY-040,1,6548,PAYG,Referral,12
TXN-07410,20250109,CUST-04879,PROD-002,CH-02,AGT-060,CTY-004,1,70831,Cash,Walk-in,45
TXN-07411,20250123,CUST-00138,PROD-006,CH-01,AGT-048,CTY-009,1,30414,PAYG,Field Agent,10
TXN-07412,20250104,CUST-04274,PROD-005,CH-02,AGT-023,CTY-005,1,12160,PAYG,Referral,26
TXN-07413,20250123,CUST-04666,PROD-002,CH-01,AGT-019,CTY-003,1,76359,Cash,Radio,5
TXN-07414,20250118,CUST-04923,PROD-001,CH-03,AGT-048,CTY-007,1,94758,Cash,Radio,5
TXN-07415,20250128,CUST-03534,PROD-008,CH-03,AGT-033,CTY-009,1,1180,Cash,Field Agent,39
TXN-07416,20250101,CUST-01920,PROD-007,CH-01,AGT-030,CTY-037,1,9719,Cash,Trade Show,16
TXN-07417,20250105,CUST-04077,PROD-003,CH-01,AGT-008,CTY-006,1,68945,PAYG,Trade Show,23
TXN-07418,20250113,CUST-02488,PROD-001,CH-01,AGT-041,CTY-018,1,91933,PAYG,Field Agent,5
TXN-07419,20250112,CUST-00350,PROD-001,CH-01,AGT-077,CTY-013,1,96496,PAYG,Social Media,11
TXN-07420,20250104,CUST-04058,PROD-001,CH-02,AGT-053,CTY-004,1,95850,PAYG,Social Media,5
TXN-07421,20250114,CUST-00347,PROD-001,CH-02,AGT-037,CTY-018,1,92502,PAYG,Field Agent,20
TXN-07422,20250126,CUST-02911,PROD-003,CH-01,AGT-070,CTY-008,1,66264,PAYG,Field Agent,8
TXN-07423,20250115,CUST-04466,PROD-006,CH-03,AGT-064,CTY-016,1,29334,Cash,Radio,5
TXN-07424,20250101,CUST-03390,PROD-001,CH-02,AGT-058,CTY-009,1,92739,PAYG,Field Agent,5
TXN-07425,20250115,CUST-01523,PROD-007,CH-01,AGT-061,CTY-036,1,9479,Cash,Walk-in,5
TXN-07426,20250124,CUST-01597,PROD-001,CH-03,AGT-004,CTY-037,1,90943,Cash,Referral,8
TXN-07427,20250121,CUST-02245,PROD-002,CH-01,AGT-014,CTY-042,1,80730,Cash,Field Agent,22
TXN-07428,20250121,CUST-02581,PROD-004,CH-02,AGT-013,CTY-015,1,40758,PAYG,Referral,45
TXN-07429,20250103,CUST-00162,PROD-001,CH-02,AGT-006,CTY-007,1,92300,Cash,Field Agent,7
TXN-07430,20250122,CUST-01520,PROD-008,CH-03,AGT-060,CTY-037,1,1425,PAYG,Walk-in,5
TXN-07431,20250110,CUST-04555,PROD-005,CH-01,AGT-028,CTY-004,1,13065,PAYG,Referral,22
TXN-07432,20250123,CUST-04373,PROD-001,CH-01,AGT-059,CTY-013,1,87044,Cash,Field Agent,15
TXN-07433,20250106,CUST-00482,PROD-008,CH-01,AGT-071,CTY-038,1,4530,PAYG,Referral,14
TXN-07434,20250116,CUST-00091,PROD-008,CH-04,AGT-068,CTY-009,1,4235,Cash,Trade Show,14
TXN-07435,20250125,CUST-04807,PROD-001,CH-01,AGT-038,CTY-009,1,95801,Cash,Field Agent,5
TXN-07436,20250117,CUST-03418,PROD-001,CH-01,AGT-022,CTY-028,1,96335,Cash,Field Agent,16
TXN-07437,20250124,CUST-03671,PROD-002,CH-01,AGT-023,CTY-029,1,78751,PAYG,Social Media,6
TXN-07438,20250122,CUST-03979,PROD-002,CH-03,AGT-076,CTY-006,1,77888,Cash,Referral,7
TXN-07439,20250116,CUST-04878,PROD-001,CH-02,AGT-030,CTY-004,1,88695,PAYG,Field Agent,5
TXN-07440,20250112,CUST-03980,PROD-001,CH-01,AGT-042,CTY-036,1,90523,Cash,Field Agent,14
TXN-07441,20250119,CUST-03021,PROD-001,CH-02,AGT-078,CTY-042,1,101318,PAYG,Social Media,24
TXN-07442,20250111,CUST-02205,PROD-007,CH-02,AGT-032,CTY-001,1,8114,Cash,Field Agent,18
TXN-07443,20250119,CUST-02839,PROD-002,CH-01,AGT-069,CTY-002,1,82657,Cash,Field Agent,5
TXN-07444,20250119,CUST-03473,PROD-006,CH-04,AGT-063,CTY-041,1,24640,PAYG,Referral,35
TXN-07445,20250121,CUST-02669,PROD-008,CH-01,AGT-076,CTY-042,1,3461,PAYG,Radio,10
TXN-07446,20250116,CUST-04984,PROD-006,CH-01,AGT-065,CTY-002,1,29506,PAYG,Referral,23
TXN-07447,20250127,CUST-04078,PROD-008,CH-04,AGT-005,CTY-015,1,3906,Cash,Radio,7
TXN-07448,20250125,CUST-04179,PROD-001,CH-01,AGT-018,CTY-040,1,104836,Cash,Radio,35
TXN-07449,20250105,CUST-01472,PROD-004,CH-03,AGT-048,CTY-015,1,43333,PAYG,Radio,5
TXN-07450,20250116,CUST-03588,PROD-006,CH-02,AGT-047,CTY-042,1,29945,PAYG,Field Agent,5
TXN-07451,20250106,CUST-00956,PROD-002,CH-02,AGT-021,CTY-015,1,69670,Cash,Field Agent,18
TXN-07452,20250120,CUST-04114,PROD-002,CH-01,AGT-031,CTY-002,1,75927,Cash,Field Agent,20
TXN-07453,20250128,CUST-02954,PROD-001,CH-03,AGT-054,CTY-009,1,102193,PAYG,Walk-in,5
TXN-07454,20250109,CUST-01783,PROD-001,CH-01,AGT-028,CTY-009,1,95145,PAYG,Walk-in,5
TXN-07455,20250123,CUST-02283,PROD-002,CH-01,AGT-072,CTY-020,1,75787,PAYG,Referral,19
TXN-07456,20250115,CUST-03022,PROD-002,CH-02,AGT-076,CTY-006,1,79919,Cash,Social Media,25
TXN-07457,20250111,CUST-03359,PROD-002,CH-02,AGT-001,CTY-019,1,82189,PAYG,Radio,5
TXN-07458,20250116,CUST-00425,PROD-001,CH-01,AGT-016,CTY-014,1,87720,PAYG,Social Media,5
TXN-07459,20250112,CUST-04868,PROD-001,CH-02,AGT-077,CTY-043,1,96903,Cash,Referral,24
TXN-07460,20250117,CUST-00712,PROD-002,CH-01,AGT-024,CTY-028,1,82759,Cash,Social Media,12
TXN-07461,20250117,CUST-03189,PROD-008,CH-01,AGT-072,CTY-004,1,2708,PAYG,Social Media,5
TXN-07462,20250105,CUST-01430,PROD-001,CH-01,AGT-048,CTY-005,1,92675,Cash,Trade Show,20
TXN-07463,20250106,CUST-02116,PROD-008,CH-03,AGT-022,CTY-028,1,4116,PAYG,Field Agent,22
TXN-07464,20250125,CUST-04552,PROD-007,CH-01,AGT-009,CTY-005,1,8923,Cash,Social Media,32
TXN-07465,20250104,CUST-01065,PROD-001,CH-02,AGT-050,CTY-037,1,90540,PAYG,Social Media,9
TXN-07466,20250101,CUST-02326,PROD-008,CH-02,AGT-067,CTY-007,1,4511,Cash,Referral,23
TXN-07467,20250118,CUST-04334,PROD-008,CH-02,AGT-009,CTY-038,1,1864,Cash,Field Agent,17
TXN-07468,20250118,CUST-00928,PROD-001,CH-02,AGT-046,CTY-007,1,99276,PAYG,Radio,21
TXN-07469,20250127,CUST-03020,PROD-005,CH-04,AGT-052,CTY-040,1,17616,PAYG,Social Media,27
TXN-07470,20250104,CUST-04572,PROD-001,CH-01,AGT-011,CTY-038,1,86093,PAYG,Radio,45
TXN-07471,20250120,CUST-04591,PROD-001,CH-02,AGT-042,CTY-009,1,102012,Cash,Field Agent,8
TXN-07472,20250120,CUST-02544,PROD-008,CH-04,AGT-014,CTY-015,1,4178,Cash,Walk-in,5
TXN-07473,20250119,CUST-04424,PROD-002,CH-03,AGT-076,CTY-029,1,72179,Cash,Trade Show,45
TXN-07474,20250121,CUST-03284,PROD-003,CH-01,AGT-039,CTY-006,1,70097,PAYG,Radio,5
TXN-07475,20250124,CUST-03734,PROD-001,CH-01,AGT-059,CTY-028,1,103370,PAYG,Social Media,10
TXN-07476,20250107,CUST-01661,PROD-005,CH-03,AGT-054,CTY-007,1,14803,PAYG,Field Agent,12
TXN-07477,20250101,CUST-00945,PROD-005,CH-02,AGT-013,CTY-006,1,13820,PAYG,Walk-in,12
TXN-07478,20250104,CUST-01791,PROD-001,CH-03,AGT-004,CTY-003,1,102014,PAYG,Field Agent,14
TXN-07479,20250104,CUST-00501,PROD-001,CH-01,AGT-071,CTY-040,1,90949,Cash,Referral,11
TXN-07480,20250112,CUST-00737,PROD-007,CH-01,AGT-055,CTY-021,1,7054,PAYG,Field Agent,45
TXN-07481,20250112,CUST-03280,PROD-001,CH-01,AGT-035,CTY-013,1,93719,Cash,Walk-in,14
TXN-07482,20250106,CUST-03752,PROD-002,CH-02,AGT-054,CTY-002,1,70571,Cash,Social Media,19
TXN-07483,20250123,CUST-03703,PROD-001,CH-02,AGT-037,CTY-041,1,101717,Cash,Field Agent,5
TXN-07484,20250119,CUST-02710,PROD-002,CH-01,AGT-042,CTY-037,1,85578,PAYG,Walk-in,18
TXN-07485,20250103,CUST-03708,PROD-006,CH-01,AGT-049,CTY-014,1,26777,PAYG,Radio,20
TXN-07486,20250112,CUST-04523,PROD-004,CH-02,AGT-074,CTY-005,1,50273,PAYG,Radio,16
TXN-07487,20250104,CUST-02823,PROD-002,CH-01,AGT-049,CTY-039,1,75852,Cash,Field Agent,39
TXN-07488,20250110,CUST-01580,PROD-007,CH-01,AGT-060,CTY-041,1,7112,Cash,Referral,5
TXN-07489,20250111,CUST-02362,PROD-007,CH-02,AGT-038,CTY-014,1,6529,Cash,Field Agent,43
TXN-07490,20250128,CUST-04027,PROD-002,CH-04,AGT-078,CTY-009,1,83970,PAYG,Radio,14
TXN-07491,20250111,CUST-01686,PROD-007,CH-01,AGT-037,CTY-009,1,9742,PAYG,Field Agent,45
TXN-07492,20250108,CUST-00682,PROD-001,CH-03,AGT-030,CTY-019,1,87092,PAYG,Social Media,23
TXN-07493,20250105,CUST-02696,PROD-008,CH-01,AGT-044,CTY-015,1,4601,PAYG,Radio,12
TXN-07494,20250102,CUST-00035,PROD-003,CH-02,AGT-017,CTY-003,1,68746,PAYG,Trade Show,5
TXN-07495,20250109,CUST-03430,PROD-001,CH-01,AGT-028,CTY-036,1,101312,PAYG,Social Media,45
TXN-07496,20250102,CUST-03650,PROD-002,CH-02,AGT-003,CTY-026,1,77253,PAYG,Radio,6
TXN-07497,20250118,CUST-04755,PROD-008,CH-01,AGT-010,CTY-042,1,3370,PAYG,Field Agent,5
TXN-07498,20250118,CUST-01211,PROD-001,CH-02,AGT-030,CTY-042,1,96346,Cash,Radio,18
TXN-07499,20250116,CUST-01154,PROD-003,CH-03,AGT-079,CTY-036,1,75055,PAYG,Radio,8
TXN-07500,20250106,CUST-04785,PROD-007,CH-02,AGT-077,CTY-003,1,6577,Cash,Field Agent,5
TXN-07501,20250108,CUST-02612,PROD-001,CH-02,AGT-024,CTY-037,1,100733,Cash,Radio,5
TXN-07502,20250118,CUST-02487,PROD-005,CH-01,AGT-077,CTY-037,1,14219,PAYG,Trade Show,19
TXN-07503,20250115,CUST-02452,PROD-007,CH-01,AGT-080,CTY-006,1,6802,Cash,Referral,34
TXN-07504,20250122,CUST-02342,PROD-007,CH-01,AGT-036,CTY-007,1,8022,PAYG,Walk-in,14
TXN-07505,20250103,CUST-02384,PROD-008,CH-04,AGT-064,CTY-041,1,2406,Cash,Field Agent,23
TXN-07506,20250108,CUST-04568,PROD-007,CH-01,AGT-023,CTY-039,1,9378,Cash,Radio,17
TXN-07507,20250101,CUST-03667,PROD-008,CH-02,AGT-020,CTY-038,1,4081,PAYG,Trade Show,45
TXN-07508,20250118,CUST-03522,PROD-007,CH-02,AGT-013,CTY-016,1,9042,PAYG,Referral,19
TXN-07509,20250103,CUST-02865,PROD-001,CH-01,AGT-046,CTY-039,1,94870,PAYG,Referral,26
TXN-07510,20250121,CUST-02541,PROD-002,CH-03,AGT-059,CTY-006,1,87578,Cash,Social Media,5
TXN-07511,20250103,CUST-04140,PROD-002,CH-02,AGT-052,CTY-008,1,71692,Cash,Social Media,12
TXN-07512,20250127,CUST-01980,PROD-001,CH-02,AGT-051,CTY-007,1,93973,PAYG,Social Media,5
TXN-07513,20250103,CUST-02914,PROD-001,CH-04,AGT-046,CTY-009,1,98165,PAYG,Trade Show,19
TXN-07514,20250107,CUST-04604,PROD-003,CH-01,AGT-036,CTY-042,1,58311,Cash,Trade Show,21
TXN-07515,20250113,CUST-03396,PROD-001,CH-01,AGT-011,CTY-015,1,100087,Cash,Field Agent,12
TXN-07516,20250124,CUST-00103,PROD-003,CH-02,AGT-032,CTY-020,1,63238,Cash,Field Agent,45
TXN-07517,20250109,CUST-02807,PROD-001,CH-02,AGT-031,CTY-040,1,93436,PAYG,Field Agent,45
TXN-07518,20250110,CUST-03936,PROD-002,CH-04,AGT-049,CTY-029,1,79191,PAYG,Trade Show,10
TXN-07519,20250125,CUST-03230,PROD-001,CH-03,AGT-077,CTY-015,1,103374,PAYG,Social Media,45
TXN-07520,20250121,CUST-03116,PROD-001,CH-02,AGT-079,CTY-006,1,94353,PAYG,Field Agent,45
TXN-07521,20250116,CUST-00705,PROD-001,CH-01,AGT-074,CTY-002,1,85486,PAYG,Field Agent,26
TXN-07522,20250123,CUST-03363,PROD-001,CH-03,AGT-070,CTY-016,1,99835,PAYG,Social Media,30
TXN-07523,20250110,CUST-01154,PROD-003,CH-01,AGT-054,CTY-036,1,59608,PAYG,Social Media,5
TXN-07524,20250126,CUST-01449,PROD-003,CH-01,AGT-069,CTY-016,1,71447,PAYG,Referral,9
TXN-07525,20250101,CUST-03513,PROD-005,CH-01,AGT-012,CTY-003,1,12284,Cash,Field Agent,5
TXN-07526,20250127,CUST-02938,PROD-001,CH-02,AGT-002,CTY-039,1,85000,PAYG,Referral,5
TXN-07527,20250117,CUST-02947,PROD-001,CH-01,AGT-063,CTY-016,1,100511,PAYG,Field Agent,16
TXN-07528,20250101,CUST-03066,PROD-008,CH-02,AGT-033,CTY-016,1,3910,PAYG,Walk-in,5
TXN-07529,20250109,CUST-02122,PROD-001,CH-01,AGT-041,CTY-043,1,85200,PAYG,Walk-in,7
TXN-07530,20250109,CUST-04838,PROD-001,CH-04,AGT-018,CTY-008,1,88458,Cash,Trade Show,7
TXN-07531,20250128,CUST-02829,PROD-004,CH-01,AGT-035,CTY-014,1,49398,PAYG,Trade Show,6
TXN-07532,20250101,CUST-03631,PROD-002,CH-03,AGT-080,CTY-019,1,71508,PAYG,Field Agent,7
TXN-07533,20250102,CUST-03232,PROD-001,CH-01,AGT-014,CTY-041,1,102799,Cash,Field Agent,5
TXN-07534,20250127,CUST-02823,PROD-002,CH-02,AGT-056,CTY-039,1,69341,Cash,Referral,5
TXN-07535,20250105,CUST-04632,PROD-001,CH-04,AGT-075,CTY-002,1,93316,PAYG,Social Media,11
TXN-07536,20250128,CUST-04096,PROD-002,CH-02,AGT-031,CTY-016,1,75652,PAYG,Walk-in,5
TXN-07537,20250117,CUST-00421,PROD-008,CH-01,AGT-044,CTY-003,1,2852,PAYG,Radio,5
TXN-07538,20250104,CUST-00020,PROD-006,CH-03,AGT-042,CTY-009,1,31682,PAYG,Radio,5
TXN-07539,20250109,CUST-01829,PROD-006,CH-01,AGT-060,CTY-015,1,26464,PAYG,Field Agent,45
TXN-07540,20250128,CUST-03656,PROD-002,CH-01,AGT-046,CTY-009,1,69852,PAYG,Field Agent,10
TXN-07541,20250122,CUST-03951,PROD-006,CH-01,AGT-022,CTY-009,1,30969,PAYG,Referral,6
TXN-07542,20250101,CUST-03720,PROD-001,CH-02,AGT-041,CTY-014,1,87104,Cash,Referral,8
TXN-07543,20250128,CUST-00060,PROD-007,CH-02,AGT-037,CTY-042,1,9469,Cash,Walk-in,45
TXN-07544,20250108,CUST-02909,PROD-002,CH-02,AGT-080,CTY-026,1,78129,Cash,Walk-in,5
TXN-07545,20250109,CUST-02341,PROD-001,CH-01,AGT-072,CTY-037,1,87720,Cash,Walk-in,5
TXN-07546,20250117,CUST-03727,PROD-001,CH-02,AGT-070,CTY-001,1,91483,PAYG,Walk-in,28
TXN-07547,20250109,CUST-00389,PROD-002,CH-03,AGT-030,CTY-008,1,72404,PAYG,Radio,11
TXN-07548,20250115,CUST-02756,PROD-006,CH-03,AGT-022,CTY-019,1,25931,Cash,Walk-in,5
TXN-07549,20250126,CUST-04569,PROD-008,CH-01,AGT-066,CTY-020,1,3933,PAYG,Social Media,5
TXN-07550,20250111,CUST-01802,PROD-004,CH-04,AGT-027,CTY-040,1,44552,Cash,Social Media,45
TXN-07551,20250102,CUST-04473,PROD-004,CH-02,AGT-016,CTY-006,1,39520,Cash,Social Media,17
TXN-07552,20250128,CUST-04950,PROD-008,CH-01,AGT-079,CTY-004,1,4576,Cash,Social Media,12
TXN-07553,20250115,CUST-04439,PROD-002,CH-03,AGT-076,CTY-039,1,84223,PAYG,Field Agent,20
TXN-07554,20250113,CUST-02742,PROD-007,CH-01,AGT-076,CTY-028,1,8398,PAYG,Referral,5
TXN-07555,20250128,CUST-03724,PROD-001,CH-04,AGT-027,CTY-016,1,93014,PAYG,Field Agent,8
TXN-07556,20250107,CUST-02974,PROD-005,CH-02,AGT-016,CTY-028,1,13759,PAYG,Social Media,5
TXN-07557,20250114,CUST-04764,PROD-001,CH-01,AGT-010,CTY-016,1,99397,PAYG,Social Media,13
TXN-07558,20250121,CUST-01569,PROD-008,CH-01,AGT-005,CTY-037,1,1893,Cash,Referral,10
TXN-07559,20250110,CUST-04579,PROD-002,CH-01,AGT-077,CTY-041,1,78307,PAYG,Walk-in,11
TXN-07560,20250121,CUST-02854,PROD-001,CH-04,AGT-013,CTY-016,1,90764,PAYG,Field Agent,8
TXN-07561,20250125,CUST-03392,PROD-007,CH-01,AGT-023,CTY-036,1,7889,PAYG,Referral,7
TXN-07562,20250107,CUST-02941,PROD-002,CH-01,AGT-059,CTY-008,1,80005,Cash,Walk-in,5
TXN-07563,20250111,CUST-01441,PROD-002,CH-04,AGT-021,CTY-029,1,82724,PAYG,Referral,5
TXN-07564,20250124,CUST-03441,PROD-002,CH-01,AGT-010,CTY-041,1,84521,Cash,Radio,26
TXN-07565,20250118,CUST-01115,PROD-001,CH-02,AGT-035,CTY-020,1,88333,PAYG,Referral,5
TXN-07566,20250108,CUST-01854,PROD-001,CH-01,AGT-001,CTY-015,1,92643,PAYG,Field Agent,5
TXN-07567,20250127,CUST-04940,PROD-008,CH-04,AGT-040,CTY-006,1,4372,PAYG,Field Agent,16
TXN-07568,20250122,CUST-03477,PROD-002,CH-01,AGT-031,CTY-003,1,74457,PAYG,Referral,45
TXN-07569,20250110,CUST-01101,PROD-001,CH-03,AGT-016,CTY-042,1,95852,PAYG,Field Agent,15
TXN-07570,20250117,CUST-01146,PROD-002,CH-02,AGT-076,CTY-029,1,82005,PAYG,Field Agent,30
TXN-07571,20250124,CUST-00082,PROD-003,CH-02,AGT-020,CTY-004,1,59738,PAYG,Field Agent,10
TXN-07572,20250103,CUST-02468,PROD-002,CH-01,AGT-053,CTY-041,1,69055,Cash,Walk-in,22
TXN-07573,20250107,CUST-02070,PROD-006,CH-01,AGT-051,CTY-001,1,30076,PAYG,Social Media,5
TXN-07574,20250115,CUST-03801,PROD-001,CH-02,AGT-029,CTY-029,1,91938,PAYG,Referral,5
TXN-07575,20250117,CUST-00323,PROD-002,CH-02,AGT-002,CTY-005,1,85238,PAYG,Referral,42
TXN-07576,20250128,CUST-01309,PROD-004,CH-01,AGT-019,CTY-007,1,39348,PAYG,Referral,5
TXN-07577,20250126,CUST-02395,PROD-007,CH-02,AGT-050,CTY-002,1,7477,Cash,Field Agent,5
TXN-07578,20250103,CUST-03212,PROD-002,CH-03,AGT-053,CTY-020,1,78302,PAYG,Walk-in,5
TXN-07579,20250109,CUST-03128,PROD-001,CH-02,AGT-032,CTY-006,1,100575,Cash,Field Agent,5
TXN-07580,20250107,CUST-03185,PROD-004,CH-02,AGT-078,CTY-009,1,46689,PAYG,Walk-in,45
TXN-07581,20250105,CUST-03122,PROD-001,CH-02,AGT-003,CTY-039,1,103958,PAYG,Field Agent,22
TXN-07582,20250104,CUST-04833,PROD-001,CH-04,AGT-036,CTY-005,1,87489,Cash,Social Media,6
TXN-07583,20250117,CUST-02705,PROD-001,CH-01,AGT-050,CTY-003,1,96632,PAYG,Field Agent,17
TXN-07584,20250106,CUST-00366,PROD-001,CH-02,AGT-041,CTY-019,1,97364,PAYG,Field Agent,27
TXN-07585,20250110,CUST-04410,PROD-002,CH-04,AGT-004,CTY-014,1,71473,Cash,Referral,8
TXN-07586,20250116,CUST-03851,PROD-001,CH-02,AGT-016,CTY-013,1,86047,PAYG,Referral,5
TXN-07587,20250123,CUST-01885,PROD-003,CH-01,AGT-035,CTY-009,1,77074,PAYG,Walk-in,42
TXN-07588,20250203,CUST-04658,PROD-005,CH-03,AGT-023,CTY-041,1,14394,PAYG,Field Agent,5
TXN-07589,20250212,CUST-00059,PROD-008,CH-03,AGT-039,CTY-007,1,3220,PAYG,Field Agent,10
TXN-07590,20250226,CUST-01826,PROD-008,CH-03,AGT-067,CTY-015,1,3956,PAYG,Field Agent,5
TXN-07591,20250217,CUST-03813,PROD-001,CH-01,AGT-064,CTY-006,1,101678,PAYG,Walk-in,6
TXN-07592,20250204,CUST-03409,PROD-002,CH-02,AGT-011,CTY-018,1,76359,PAYG,Field Agent,41
TXN-07593,20250205,CUST-03887,PROD-001,CH-01,AGT-066,CTY-001,1,93191,Cash,Social Media,13
TXN-07594,20250212,CUST-01294,PROD-002,CH-01,AGT-010,CTY-039,1,86473,PAYG,Field Agent,33
TXN-07595,20250217,CUST-03086,PROD-005,CH-01,AGT-067,CTY-021,1,15365,PAYG,Trade Show,5
TXN-07596,20250202,CUST-01042,PROD-001,CH-01,AGT-043,CTY-001,1,87739,PAYG,Field Agent,21
TXN-07597,20250212,CUST-02258,PROD-001,CH-01,AGT-009,CTY-019,1,91905,PAYG,Radio,5
TXN-07598,20250220,CUST-03346,PROD-002,CH-01,AGT-062,CTY-006,1,70763,Cash,Field Agent,6
TXN-07599,20250202,CUST-02304,PROD-001,CH-01,AGT-063,CTY-019,1,103896,Cash,Referral,22
TXN-07600,20250227,CUST-02319,PROD-001,CH-02,AGT-048,CTY-020,1,92236,PAYG,Social Media,5
TXN-07601,20250203,CUST-02191,PROD-006,CH-03,AGT-055,CTY-003,1,30812,PAYG,Radio,12
TXN-07602,20250227,CUST-03272,PROD-002,CH-01,AGT-038,CTY-029,1,71802,PAYG,Referral,8
TXN-07603,20250221,CUST-02049,PROD-008,CH-02,AGT-028,CTY-042,1,2560,PAYG,Field Agent,7
TXN-07604,20250217,CUST-02533,PROD-006,CH-03,AGT-043,CTY-041,1,31826,PAYG,Field Agent,29
TXN-07605,20250202,CUST-00886,PROD-001,CH-02,AGT-012,CTY-020,1,103458,PAYG,Referral,9
TXN-07606,20250222,CUST-04109,PROD-003,CH-03,AGT-028,CTY-018,1,69829,PAYG,Field Agent,5
TXN-07607,20250205,CUST-00006,PROD-006,CH-02,AGT-044,CTY-006,1,31773,Cash,Referral,15
TXN-07608,20250211,CUST-00296,PROD-007,CH-01,AGT-005,CTY-039,1,6202,Cash,Trade Show,5
TXN-07609,20250201,CUST-02040,PROD-001,CH-03,AGT-054,CTY-008,1,100281,PAYG,Referral,29
TXN-07610,20250212,CUST-03399,PROD-002,CH-01,AGT-069,CTY-002,1,68317,Cash,Field Agent,12
TXN-07611,20250207,CUST-04674,PROD-001,CH-02,AGT-047,CTY-004,1,100469,PAYG,Referral,17
TXN-07612,20250218,CUST-02628,PROD-005,CH-01,AGT-030,CTY-007,1,12777,Cash,Field Agent,5
TXN-07613,20250226,CUST-04998,PROD-002,CH-03,AGT-029,CTY-039,1,73719,Cash,Field Agent,15
TXN-07614,20250214,CUST-00879,PROD-008,CH-02,AGT-024,CTY-018,1,2374,PAYG,Field Agent,5
TXN-07615,20250222,CUST-00795,PROD-007,CH-01,AGT-020,CTY-008,1,7252,PAYG,Referral,13
TXN-07616,20250224,CUST-03348,PROD-005,CH-03,AGT-006,CTY-001,1,15192,PAYG,Trade Show,12
TXN-07617,20250220,CUST-04457,PROD-005,CH-03,AGT-021,CTY-018,1,12532,PAYG,Social Media,39
TXN-07618,20250217,CUST-02798,PROD-001,CH-02,AGT-066,CTY-005,1,86047,PAYG,Walk-in,37
TXN-07619,20250211,CUST-03991,PROD-001,CH-01,AGT-030,CTY-020,1,92162,Cash,Walk-in,26
TXN-07620,20250208,CUST-01811,PROD-007,CH-04,AGT-079,CTY-036,1,9777,PAYG,Field Agent,26
TXN-07621,20250218,CUST-03574,PROD-002,CH-02,AGT-049,CTY-014,1,81456,PAYG,Trade Show,22
TXN-07622,20250212,CUST-02801,PROD-001,CH-03,AGT-023,CTY-013,1,91006,PAYG,Trade Show,25
TXN-07623,20250214,CUST-02612,PROD-001,CH-03,AGT-056,CTY-037,1,90515,Cash,Referral,14
TXN-07624,20250217,CUST-00868,PROD-001,CH-01,AGT-035,CTY-029,1,90350,Cash,Field Agent,10
TXN-07625,20250214,CUST-04942,PROD-002,CH-02,AGT-043,CTY-006,1,84074,Cash,Radio,35
TXN-07626,20250221,CUST-04885,PROD-001,CH-01,AGT-048,CTY-019,1,93640,Cash,Referral,5
TXN-07627,20250228,CUST-01791,PROD-001,CH-02,AGT-020,CTY-003,1,95829,Cash,Social Media,33
TXN-07628,20250202,CUST-00863,PROD-001,CH-02,AGT-067,CTY-013,1,91918,PAYG,Referral,26
TXN-07629,20250207,CUST-01908,PROD-005,CH-01,AGT-036,CTY-008,1,13083,Cash,Referral,22
TXN-07630,20250207,CUST-03572,PROD-007,CH-01,AGT-066,CTY-040,1,7973,Cash,Field Agent,45
TXN-07631,20250217,CUST-01915,PROD-001,CH-03,AGT-051,CTY-004,1,88781,PAYG,Social Media,45
TXN-07632,20250218,CUST-01154,PROD-003,CH-01,AGT-061,CTY-036,1,66966,PAYG,Field Agent,28
TXN-07633,20250202,CUST-02579,PROD-001,CH-01,AGT-050,CTY-015,1,90207,PAYG,Field Agent,16
